TDI Format 1.5	Temperature	Resistance
 	2.081E+2	5.24596E+0	5.906051E+2
 	2.079E+2	5.24721E+0	5.916676E+2
 	2.077E+2	5.24801E+0	5.927301E+2
 	2.076E+2	5.24902E+0	5.938083E+2
 	2.074E+2	5.2504E+0	5.948708E+2
 	2.073E+2	5.25109E+0	5.959333E+2
 	2.07E+2	5.25303E+0	5.969958E+2
 	2.068E+2	5.25431E+0	5.980584E+2
 	2.065E+2	5.25547E+0	5.991209E+2
 	2.062E+2	5.25769E+0	6.001834E+2
 	2.059E+2	5.25948E+0	6.012615E+2
 	2.057E+2	5.26106E+0	6.023241E+2
 	2.054E+2	5.26324E+0	6.033866E+2
 	2.052E+2	5.26437E+0	6.044491E+2
 	2.049E+2	5.26643E+0	6.055116E+2
 	2.046E+2	5.26766E+0	6.065741E+2
 	2.044E+2	5.26964E+0	6.076523E+2
 	2.041E+2	5.27123E+0	6.087148E+2
 	2.039E+2	5.27307E+0	6.097773E+2
 	2.037E+2	5.27435E+0	6.108399E+2
 	2.034E+2	5.27641E+0	6.11918E+2
 	2.031E+2	5.27775E+0	6.129805E+2
 	2.029E+2	5.27963E+0	6.14043E+2
 	2.026E+2	5.28096E+0	6.151056E+2
 	2.024E+2	5.28283E+0	6.161681E+2
 	2.022E+2	5.28429E+0	6.172306E+2
 	2.019E+2	5.28624E+0	6.182931E+2
 	2.016E+2	5.28782E+0	6.193713E+2
 	2.014E+2	5.28961E+0	6.204338E+2
 	2.012E+2	5.29123E+0	6.214963E+2
 	2.01E+2	5.293E+0	6.225745E+2
 	2.007E+2	5.29413E+0	6.23637E+2
 	2.004E+2	5.29609E+0	6.246995E+2
 	2.002E+2	5.29752E+0	6.25762E+2
 	2E+2	5.29942E+0	6.268245E+2
 	1.998E+2	5.3011E+0	6.278871E+2
 	1.996E+2	5.30274E+0	6.289496E+2
 	1.993E+2	5.30416E+0	6.300121E+2
 	1.99E+2	5.30583E+0	6.310902E+2
 	1.988E+2	5.30738E+0	6.321528E+2
 	1.986E+2	5.30914E+0	6.332153E+2
 	1.984E+2	5.31047E+0	6.342934E+2
 	1.982E+2	5.31172E+0	6.353559E+2
 	1.98E+2	5.31385E+0	6.364185E+2
 	1.978E+2	5.31552E+0	6.37481E+2
 	1.975E+2	5.31695E+0	6.385435E+2
 	1.973E+2	5.31839E+0	6.39606E+2
 	1.971E+2	5.32019E+0	6.406686E+2
 	1.969E+2	5.32141E+0	6.417311E+2
 	1.967E+2	5.32298E+0	6.427936E+2
 	1.964E+2	5.3242E+0	6.438717E+2
 	1.962E+2	5.32568E+0	6.449343E+2
 	1.96E+2	5.32749E+0	6.459968E+2
 	1.958E+2	5.32901E+0	6.470749E+2
 	1.956E+2	5.33069E+0	6.481374E+2
 	1.954E+2	5.33168E+0	6.492E+2
 	1.952E+2	5.33336E+0	6.502625E+2
 	1.949E+2	5.33458E+0	6.513406E+2
 	1.947E+2	5.33604E+0	6.524032E+2
 	1.945E+2	5.3379E+0	6.534657E+2
 	1.944E+2	5.33917E+0	6.545282E+2
 	1.942E+2	5.3404E+0	6.556063E+2
 	1.94E+2	5.34152E+0	6.566689E+2
 	1.937E+2	5.34321E+0	6.577314E+2
 	1.935E+2	5.34459E+0	6.587939E+2
 	1.933E+2	5.34643E+0	6.59872E+2
 	1.931E+2	5.34772E+0	6.609346E+2
 	1.929E+2	5.34907E+0	6.619971E+2
 	1.928E+2	5.35042E+0	6.630596E+2
 	1.925E+2	5.35193E+0	6.641221E+2
 	1.923E+2	5.3532E+0	6.651846E+2
 	1.922E+2	5.35436E+0	6.662472E+2
 	1.92E+2	5.35568E+0	6.673097E+2
 	1.918E+2	5.35772E+0	6.683878E+2
 	1.916E+2	5.35866E+0	6.694504E+2
 	1.914E+2	5.36019E+0	6.705129E+2
 	1.912E+2	5.36122E+0	6.715754E+2
 	1.91E+2	5.36269E+0	6.726535E+2
 	1.908E+2	5.36415E+0	6.737161E+2
 	1.907E+2	5.36567E+0	6.747786E+2
 	1.905E+2	5.36661E+0	6.758411E+2
 	1.903E+2	5.36794E+0	6.769036E+2
 	1.901E+2	5.36912E+0	6.779818E+2
 	1.899E+2	5.37062E+0	6.790443E+2
 	1.897E+2	5.37178E+0	6.801068E+2
 	1.896E+2	5.37264E+0	6.81185E+2
 	1.894E+2	5.37412E+0	6.822475E+2
 	1.892E+2	5.37575E+0	6.8331E+2
 	1.89E+2	5.37738E+0	6.843881E+2
 	1.888E+2	5.37829E+0	6.854507E+2
 	1.887E+2	5.3791E+0	6.865132E+2
 	1.885E+2	5.38074E+0	6.875757E+2
 	1.883E+2	5.38221E+0	6.886382E+2
 	1.881E+2	5.3826E+0	6.897007E+2
 	1.88E+2	5.38472E+0	6.907789E+2
 	1.878E+2	5.38533E+0	6.918414E+2
 	1.876E+2	5.38674E+0	6.929039E+2
 	1.875E+2	5.38834E+0	6.939821E+2
 	1.873E+2	5.38951E+0	6.950446E+2
 	1.871E+2	5.39069E+0	6.961384E+2
 	1.869E+2	5.392E+0	6.972009E+2
 	1.868E+2	5.39285E+0	6.98279E+2
 	1.866E+2	5.39422E+0	6.993416E+2
 	1.865E+2	5.39525E+0	7.004041E+2
 	1.863E+2	5.39661E+0	7.014666E+2
 	1.861E+2	5.39782E+0	7.025447E+2
 	1.86E+2	5.39877E+0	7.036073E+2
 	1.858E+2	5.39979E+0	7.046698E+2
 	1.857E+2	5.40125E+0	7.057323E+2
 	1.855E+2	5.40198E+0	7.068104E+2
 	1.853E+2	5.40339E+0	7.07873E+2
 	1.851E+2	5.40449E+0	7.089355E+2
 	1.85E+2	5.40591E+0	7.09998E+2
 	1.848E+2	5.40696E+0	7.110605E+2
 	1.847E+2	5.40824E+0	7.121387E+2
 	1.845E+2	5.40906E+0	7.132012E+2
 	1.844E+2	5.41014E+0	7.142637E+2
 	1.842E+2	5.41177E+0	7.153262E+2
 	1.84E+2	5.41262E+0	7.163888E+2
 	1.839E+2	5.41383E+0	7.174513E+2
 	1.838E+2	5.41464E+0	7.185138E+2
 	1.836E+2	5.4158E+0	7.195919E+2
 	1.835E+2	5.41708E+0	7.206545E+2
 	1.833E+2	5.4181E+0	7.21717E+2
 	1.831E+2	5.41908E+0	7.227951E+2
 	1.83E+2	5.42055E+0	7.238576E+2
 	1.829E+2	5.42145E+0	7.249202E+2
 	1.827E+2	5.42253E+0	7.259827E+2
 	1.826E+2	5.42406E+0	7.270452E+2
 	1.824E+2	5.42464E+0	7.281234E+2
 	1.822E+2	5.42554E+0	7.291859E+2
 	1.821E+2	5.42671E+0	7.302484E+2
 	1.82E+2	5.42801E+0	7.313109E+2
 	1.818E+2	5.42917E+0	7.323734E+2
 	1.817E+2	5.43019E+0	7.33436E+2
 	1.815E+2	5.43094E+0	7.344985E+2
 	1.814E+2	5.43228E+0	7.35561E+2
 	1.812E+2	5.43342E+0	7.366235E+2
 	1.811E+2	5.43436E+0	7.37686E+2
 	1.809E+2	5.43554E+0	7.387642E+2
 	1.808E+2	5.43635E+0	7.398267E+2
 	1.807E+2	5.43752E+0	7.408892E+2
 	1.805E+2	5.43834E+0	7.419517E+2
 	1.804E+2	5.43981E+0	7.430143E+2
 	1.803E+2	5.44049E+0	7.440768E+2
 	1.801E+2	5.44167E+0	7.451549E+2
 	1.8E+2	5.44258E+0	7.462175E+2
 	1.798E+2	5.44363E+0	7.4728E+2
 	1.797E+2	5.44457E+0	7.483425E+2
 	1.796E+2	5.44619E+0	7.49405E+2
 	1.794E+2	5.44682E+0	7.504832E+2
 	1.793E+2	5.44822E+0	7.515457E+2
 	1.791E+2	5.44961E+0	7.526082E+2
 	1.788E+2	5.45105E+0	7.536707E+2
 	1.786E+2	5.45287E+0	7.547332E+2
 	1.783E+2	5.45509E+0	7.558114E+2
 	1.78E+2	5.45714E+0	7.568739E+2
 	1.777E+2	5.45928E+0	7.579364E+2
 	1.774E+2	5.4612E+0	7.589989E+2
 	1.772E+2	5.46344E+0	7.600615E+2
 	1.768E+2	5.46522E+0	7.611396E+2
 	1.766E+2	5.46717E+0	7.622021E+2
 	1.763E+2	5.46952E+0	7.632647E+2
 	1.76E+2	5.4719E+0	7.643428E+2
 	1.758E+2	5.47366E+0	7.654053E+2
 	1.755E+2	5.47575E+0	7.664678E+2
 	1.752E+2	5.47767E+0	7.675304E+2
 	1.749E+2	5.47983E+0	7.686085E+2
 	1.747E+2	5.48178E+0	7.697179E+2
 	1.745E+2	5.4842E+0	7.70796E+2
 	1.742E+2	5.48598E+0	7.718586E+2
 	1.739E+2	5.48834E+0	7.729211E+2
 	1.737E+2	5.49033E+0	7.739836E+2
 	1.734E+2	5.49193E+0	7.750618E+2
 	1.732E+2	5.49425E+0	7.761243E+2
 	1.729E+2	5.49621E+0	7.771868E+2
 	1.727E+2	5.49817E+0	7.782493E+2
 	1.724E+2	5.50011E+0	7.793275E+2
 	1.721E+2	5.5025E+0	7.8039E+2
 	1.719E+2	5.50473E+0	7.814525E+2
 	1.717E+2	5.50624E+0	7.82515E+2
 	1.714E+2	5.50809E+0	7.835775E+2
 	1.712E+2	5.51022E+0	7.846401E+2
 	1.709E+2	5.51205E+0	7.857026E+2
 	1.707E+2	5.51441E+0	7.867807E+2
 	1.704E+2	5.51628E+0	7.878433E+2
 	1.702E+2	5.51811E+0	7.889214E+2
 	1.7E+2	5.51982E+0	7.899839E+2
 	1.697E+2	5.52191E+0	7.910464E+2
 	1.695E+2	5.52416E+0	7.92109E+2
 	1.692E+2	5.52614E+0	7.931871E+2
 	1.69E+2	5.52823E+0	7.942496E+2
 	1.688E+2	5.53008E+0	7.953121E+2
 	1.686E+2	5.53195E+0	7.963747E+2
 	1.683E+2	5.53407E+0	7.974372E+2
 	1.681E+2	5.53607E+0	7.984997E+2
 	1.678E+2	5.53816E+0	7.995779E+2
 	1.676E+2	5.53992E+0	8.006404E+2
 	1.674E+2	5.5416E+0	8.017029E+2
 	1.672E+2	5.54354E+0	8.027654E+2
 	1.669E+2	5.54571E+0	8.038279E+2
 	1.667E+2	5.54737E+0	8.048905E+2
 	1.664E+2	5.54925E+0	8.059686E+2
 	1.662E+2	5.55095E+0	8.070311E+2
 	1.66E+2	5.55278E+0	8.080936E+2
 	1.658E+2	5.55457E+0	8.091718E+2
 	1.655E+2	5.55654E+0	8.102343E+2
 	1.653E+2	5.55861E+0	8.112968E+2
 	1.651E+2	5.5601E+0	8.123593E+2
 	1.649E+2	5.56245E+0	8.134375E+2
 	1.646E+2	5.56412E+0	8.145E+2
 	1.644E+2	5.56561E+0	8.155625E+2
 	1.642E+2	5.56785E+0	8.166251E+2
 	1.64E+2	5.56968E+0	8.176876E+2
 	1.637E+2	5.57153E+0	8.187657E+2
 	1.635E+2	5.57315E+0	8.198282E+2
 	1.633E+2	5.57541E+0	8.208908E+2
 	1.631E+2	5.57693E+0	8.219533E+2
 	1.629E+2	5.57887E+0	8.230158E+2
 	1.627E+2	5.58061E+0	8.240939E+2
 	1.624E+2	5.58209E+0	8.251565E+2
 	1.622E+2	5.58386E+0	8.26219E+2
 	1.62E+2	5.58625E+0	8.272815E+2
 	1.618E+2	5.58765E+0	8.28344E+2
 	1.616E+2	5.58937E+0	8.294065E+2
 	1.614E+2	5.59124E+0	8.304691E+2
 	1.611E+2	5.59292E+0	8.315472E+2
 	1.609E+2	5.59515E+0	8.326097E+2
 	1.607E+2	5.59688E+0	8.336723E+2
 	1.605E+2	5.5984E+0	8.347504E+2
 	1.603E+2	5.60024E+0	8.358129E+2
 	1.601E+2	5.60177E+0	8.368754E+2
 	1.599E+2	5.60382E+0	8.379536E+2
 	1.597E+2	5.60522E+0	8.390161E+2
 	1.595E+2	5.60673E+0	8.400786E+2
 	1.593E+2	5.60899E+0	8.411411E+2
 	1.591E+2	5.61069E+0	8.422037E+2
 	1.589E+2	5.61208E+0	8.432662E+2
 	1.586E+2	5.61412E+0	8.443287E+2
 	1.584E+2	5.61604E+0	8.454069E+2
 	1.582E+2	5.61797E+0	8.464694E+2
 	1.58E+2	5.61922E+0	8.475319E+2
 	1.578E+2	5.62131E+0	8.485944E+2
 	1.576E+2	5.62255E+0	8.496569E+2
 	1.574E+2	5.62502E+0	8.507195E+2
 	1.572E+2	5.62637E+0	8.518132E+2
 	1.57E+2	5.62812E+0	8.528758E+2
 	1.568E+2	5.6298E+0	8.539383E+2
 	1.566E+2	5.63141E+0	8.550008E+2
 	1.565E+2	5.63316E+0	8.560633E+2
 	1.563E+2	5.63503E+0	8.571258E+2
 	1.56E+2	5.63636E+0	8.58204E+2
 	1.558E+2	5.63834E+0	8.592665E+2
 	1.556E+2	5.63993E+0	8.60329E+2
 	1.555E+2	5.64188E+0	8.613915E+2
 	1.553E+2	5.64339E+0	8.624541E+2
 	1.551E+2	5.64529E+0	8.635322E+2
 	1.548E+2	5.6469E+0	8.645947E+2
 	1.546E+2	5.6481E+0	8.656572E+2
 	1.545E+2	5.65019E+0	8.667198E+2
 	1.543E+2	5.65177E+0	8.677823E+2
 	1.541E+2	5.65314E+0	8.688604E+2
 	1.539E+2	5.65496E+0	8.69923E+2
 	1.537E+2	5.65679E+0	8.709855E+2
 	1.535E+2	5.65834E+0	8.72048E+2
 	1.533E+2	5.65993E+0	8.731261E+2
 	1.531E+2	5.66183E+0	8.741887E+2
 	1.529E+2	5.66332E+0	8.752512E+2
 	1.528E+2	5.66496E+0	8.763137E+2
 	1.525E+2	5.66693E+0	8.773762E+2
 	1.524E+2	5.66822E+0	8.784387E+2
 	1.522E+2	5.67021E+0	8.795013E+2
 	1.52E+2	5.67153E+0	8.805638E+2
 	1.518E+2	5.67377E+0	8.816419E+2
 	1.516E+2	5.67465E+0	8.827044E+2
 	1.514E+2	5.6768E+0	8.83767E+2
 	1.512E+2	5.67857E+0	8.848295E+2
 	1.511E+2	5.68014E+0	8.859076E+2
 	1.509E+2	5.68186E+0	8.869702E+2
 	1.507E+2	5.6833E+0	8.880327E+2
 	1.505E+2	5.68487E+0	8.890952E+2
 	1.503E+2	5.68654E+0	8.901733E+2
 	1.501E+2	5.68807E+0	8.912359E+2
 	1.5E+2	5.68952E+0	8.922984E+2
 	1.498E+2	5.69148E+0	8.933765E+2
 	1.496E+2	5.69296E+0	8.94439E+2
 	1.494E+2	5.69467E+0	8.955016E+2
 	1.492E+2	5.69591E+0	8.965641E+2
 	1.49E+2	5.69779E+0	8.976266E+2
 	1.489E+2	5.69947E+0	8.987048E+2
 	1.487E+2	5.70131E+0	8.997673E+2
 	1.485E+2	5.7026E+0	9.008298E+2
 	1.484E+2	5.7039E+0	9.018923E+2
 	1.482E+2	5.70551E+0	9.029548E+2
 	1.48E+2	5.70735E+0	9.04033E+2
 	1.478E+2	5.70909E+0	9.050955E+2
 	1.476E+2	5.71035E+0	9.06158E+2
 	1.475E+2	5.71213E+0	9.072205E+2
 	1.473E+2	5.71383E+0	9.082831E+2
 	1.471E+2	5.71552E+0	9.093456E+2
 	1.469E+2	5.71674E+0	9.104081E+2
 	1.468E+2	5.71827E+0	9.114863E+2
 	1.466E+2	5.7202E+0	9.125488E+2
 	1.464E+2	5.72202E+0	9.136113E+2
 	1.463E+2	5.7234E+0	9.146738E+2
 	1.461E+2	5.72492E+0	9.157363E+2
 	1.459E+2	5.72636E+0	9.167989E+2
 	1.457E+2	5.72801E+0	9.178614E+2
 	1.456E+2	5.7296E+0	9.189239E+2
 	1.454E+2	5.73099E+0	9.199864E+2
 	1.452E+2	5.73237E+0	9.210646E+2
 	1.451E+2	5.73437E+0	9.221271E+2
 	1.449E+2	5.73588E+0	9.231896E+2
 	1.447E+2	5.73737E+0	9.242677E+2
 	1.446E+2	5.7392E+0	9.253303E+2
 	1.444E+2	5.74076E+0	9.263928E+2
 	1.442E+2	5.74219E+0	9.274553E+2
 	1.441E+2	5.74376E+0	9.285178E+2
 	1.438E+2	5.74537E+0	9.295803E+2
 	1.437E+2	5.74665E+0	9.306585E+2
 	1.435E+2	5.74862E+0	9.31721E+2
 	1.434E+2	5.74984E+0	9.327992E+2
 	1.432E+2	5.7514E+0	9.338617E+2
 	1.431E+2	5.75294E+0	9.349242E+2
 	1.429E+2	5.7546E+0	9.360023E+2
 	1.427E+2	5.75598E+0	9.370649E+2
 	1.426E+2	5.75726E+0	9.381274E+2
 	1.424E+2	5.7588E+0	9.391899E+2
 	1.422E+2	5.76072E+0	9.402524E+2
 	1.421E+2	5.76244E+0	9.413149E+2
 	1.419E+2	5.7636E+0	9.423775E+2
 	1.417E+2	5.76537E+0	9.434556E+2
 	1.416E+2	5.76664E+0	9.445181E+2
 	1.414E+2	5.76862E+0	9.455807E+2
 	1.413E+2	5.77003E+0	9.466588E+2
 	1.411E+2	5.77128E+0	9.477213E+2
 	1.409E+2	5.7731E+0	9.487838E+2
 	1.408E+2	5.77461E+0	9.498464E+2
 	1.406E+2	5.77587E+0	9.509089E+2
 	1.405E+2	5.77766E+0	9.519714E+2
 	1.403E+2	5.77906E+0	9.530339E+2
 	1.401E+2	5.78068E+0	9.540964E+2
 	1.4E+2	5.78213E+0	9.55159E+2
 	1.398E+2	5.78355E+0	9.562215E+2
 	1.397E+2	5.78539E+0	9.57284E+2
 	1.395E+2	5.78665E+0	9.583622E+2
 	1.394E+2	5.78802E+0	9.594247E+2
 	1.392E+2	5.78966E+0	9.604872E+2
 	1.391E+2	5.79112E+0	9.615497E+2
 	1.389E+2	5.79254E+0	9.626122E+2
 	1.387E+2	5.79388E+0	9.636748E+2
 	1.386E+2	5.79573E+0	9.647529E+2
 	1.384E+2	5.79717E+0	9.658154E+2
 	1.383E+2	5.7985E+0	9.668779E+2
 	1.381E+2	5.8002E+0	9.679405E+2
 	1.38E+2	5.8013E+0	9.69003E+2
 	1.378E+2	5.80324E+0	9.700655E+2
 	1.377E+2	5.80425E+0	9.711436E+2
 	1.375E+2	5.80575E+0	9.722062E+2
 	1.374E+2	5.80771E+0	9.732687E+2
 	1.372E+2	5.80933E+0	9.743312E+2
 	1.371E+2	5.8104E+0	9.753937E+2
 	1.369E+2	5.81181E+0	9.764562E+2
 	1.368E+2	5.81339E+0	9.775344E+2
 	1.366E+2	5.81452E+0	9.785969E+2
 	1.365E+2	5.81624E+0	9.796594E+2
 	1.363E+2	5.81792E+0	9.80722E+2
 	1.362E+2	5.81945E+0	9.817845E+2
 	1.36E+2	5.82087E+0	9.828626E+2
 	1.359E+2	5.82253E+0	9.839251E+2
 	1.357E+2	5.82384E+0	9.849877E+2
 	1.356E+2	5.82528E+0	9.860502E+2
 	1.354E+2	5.82663E+0	9.871127E+2
 	1.353E+2	5.82802E+0	9.881752E+2
 	1.351E+2	5.82947E+0	9.892534E+2
 	1.35E+2	5.83106E+0	9.903159E+2
 	1.348E+2	5.83247E+0	9.913784E+2
 	1.347E+2	5.83403E+0	9.924409E+2
 	1.346E+2	5.83556E+0	9.935034E+2
 	1.344E+2	5.83718E+0	9.94566E+2
 	1.343E+2	5.8382E+0	9.956441E+2
 	1.341E+2	5.83967E+0	9.967066E+2
 	1.34E+2	5.84118E+0	9.977692E+2
 	1.338E+2	5.84289E+0	9.988317E+2
 	1.337E+2	5.84462E+0	9.998942E+2
 	1.336E+2	5.84523E+0	1.000957E+3
 	1.334E+2	5.84728E+0	1.002019E+3
 	1.332E+2	5.84824E+0	1.003082E+3
 	1.331E+2	5.8501E+0	1.004144E+3
 	1.33E+2	5.85137E+0	1.005222E+3
 	1.328E+2	5.85286E+0	1.006285E+3
 	1.327E+2	5.85377E+0	1.007347E+3
 	1.326E+2	5.85588E+0	1.00841E+3
 	1.324E+2	5.85729E+0	1.009473E+3
 	1.323E+2	5.85879E+0	1.010535E+3
 	1.321E+2	5.86008E+0	1.011598E+3
 	1.32E+2	5.8614E+0	1.01266E+3
 	1.319E+2	5.8628E+0	1.013738E+3
 	1.317E+2	5.8643E+0	1.014801E+3
 	1.316E+2	5.86596E+0	1.015863E+3
 	1.314E+2	5.86707E+0	1.016941E+3
 	1.313E+2	5.86918E+0	1.018004E+3
 	1.311E+2	5.86986E+0	1.019066E+3
 	1.31E+2	5.87136E+0	1.020129E+3
 	1.309E+2	5.8731E+0	1.021191E+3
 	1.307E+2	5.87426E+0	1.02227E+3
 	1.306E+2	5.87581E+0	1.023332E+3
 	1.304E+2	5.8774E+0	1.024395E+3
 	1.303E+2	5.87913E+0	1.025457E+3
 	1.301E+2	5.881E+0	1.02652E+3
 	1.299E+2	5.88363E+0	1.027582E+3
 	1.296E+2	5.88641E+0	1.02866E+3
 	1.293E+2	5.88895E+0	1.029723E+3
 	1.29E+2	5.8921E+0	1.030785E+3
 	1.287E+2	5.89503E+0	1.031848E+3
 	1.284E+2	5.89839E+0	1.032926E+3
 	1.282E+2	5.9021E+0	1.033989E+3
 	1.279E+2	5.90468E+0	1.035051E+3
 	1.275E+2	5.90812E+0	1.036114E+3
 	1.272E+2	5.91107E+0	1.037176E+3
 	1.269E+2	5.91459E+0	1.038239E+3
 	1.266E+2	5.9173E+0	1.039301E+3
 	1.263E+2	5.92089E+0	1.040364E+3
 	1.261E+2	5.9246E+0	1.041426E+3
 	1.257E+2	5.92789E+0	1.042489E+3
 	1.254E+2	5.93115E+0	1.043567E+3
 	1.251E+2	5.93486E+0	1.044629E+3
 	1.248E+2	5.93836E+0	1.045692E+3
 	1.245E+2	5.94192E+0	1.046754E+3
 	1.242E+2	5.9455E+0	1.047817E+3
 	1.238E+2	5.94904E+0	1.04888E+3
 	1.235E+2	5.95314E+0	1.049958E+3
 	1.232E+2	5.95632E+0	1.05102E+3
 	1.229E+2	5.96012E+0	1.052083E+3
 	1.225E+2	5.96408E+0	1.053145E+3
 	1.223E+2	5.96783E+0	1.054208E+3
 	1.219E+2	5.97163E+0	1.05527E+3
 	1.215E+2	5.97522E+0	1.056348E+3
 	1.212E+2	5.97884E+0	1.057411E+3
 	1.209E+2	5.98292E+0	1.058473E+3
 	1.206E+2	5.98716E+0	1.059536E+3
 	1.203E+2	5.99069E+0	1.060598E+3
 	1.2E+2	5.9943E+0	1.061677E+3
 	1.196E+2	5.9986E+0	1.062739E+3
 	1.193E+2	6.00242E+0	1.063802E+3
 	1.19E+2	6.00633E+0	1.064864E+3
 	1.186E+2	6.01007E+0	1.065927E+3
 	1.183E+2	6.01417E+0	1.067005E+3
 	1.18E+2	6.01817E+0	1.068067E+3
 	1.176E+2	6.0219E+0	1.06913E+3
 	1.173E+2	6.0262E+0	1.070192E+3
 	1.17E+2	6.03006E+0	1.071271E+3
 	1.167E+2	6.0339E+0	1.072333E+3
 	1.163E+2	6.03777E+0	1.073396E+3
 	1.16E+2	6.04176E+0	1.074458E+3
 	1.156E+2	6.04538E+0	1.07563E+3
 	1.153E+2	6.05056E+0	1.076693E+3
 	1.15E+2	6.05457E+0	1.077755E+3
 	1.147E+2	6.05852E+0	1.078818E+3
 	1.143E+2	6.06245E+0	1.079896E+3
 	1.14E+2	6.06638E+0	1.080958E+3
 	1.137E+2	6.07042E+0	1.082021E+3
 	1.134E+2	6.07467E+0	1.083099E+3
 	1.13E+2	6.07849E+0	1.084161E+3
 	1.127E+2	6.08306E+0	1.085224E+3
 	1.123E+2	6.08685E+0	1.086286E+3
 	1.121E+2	6.09093E+0	1.087349E+3
 	1.117E+2	6.09521E+0	1.088427E+3
 	1.114E+2	6.09915E+0	1.08949E+3
 	1.111E+2	6.10336E+0	1.090552E+3
 	1.108E+2	6.10758E+0	1.091615E+3
 	1.104E+2	6.11148E+0	1.092693E+3
 	1.101E+2	6.11567E+0	1.093755E+3
 	1.098E+2	6.11977E+0	1.094818E+3
 	1.095E+2	6.12434E+0	1.095943E+3
 	1.091E+2	6.12818E+0	1.097005E+3
 	1.088E+2	6.13259E+0	1.098084E+3
 	1.085E+2	6.13665E+0	1.099146E+3
 	1.082E+2	6.14084E+0	1.100209E+3
 	1.079E+2	6.14496E+0	1.101271E+3
 	1.076E+2	6.14914E+0	1.102349E+3
 	1.072E+2	6.15338E+0	1.103412E+3
 	1.069E+2	6.15752E+0	1.104474E+3
 	1.066E+2	6.16171E+0	1.105552E+3
 	1.063E+2	6.16612E+0	1.106615E+3
 	1.06E+2	6.16999E+0	1.107678E+3
 	1.057E+2	6.17434E+0	1.10874E+3
 	1.054E+2	6.1784E+0	1.109803E+3
 	1.05E+2	6.18287E+0	1.110865E+3
 	1.047E+2	6.1871E+0	1.111928E+3
 	1.044E+2	6.19053E+0	1.11299E+3
 	1.041E+2	6.1953E+0	1.114068E+3
 	1.038E+2	6.19968E+0	1.115131E+3
 	1.035E+2	6.20306E+0	1.116193E+3
 	1.031E+2	6.20753E+0	1.117271E+3
 	1.028E+2	6.21165E+0	1.118334E+3
 	1.025E+2	6.21628E+0	1.119396E+3
 	1.023E+2	6.22031E+0	1.120459E+3
 	1.02E+2	6.22395E+0	1.121522E+3
 	1.017E+2	6.22797E+0	1.122584E+3
 	1.013E+2	6.23177E+0	1.123662E+3
 	1.01E+2	6.23591E+0	1.124725E+3
 	1.007E+2	6.24006E+0	1.125787E+3
 	1.004E+2	6.24398E+0	1.12685E+3
 	1.001E+2	6.24817E+0	1.127912E+3
 	9.98E+1	6.25235E+0	1.12899E+3
 	9.95E+1	6.25676E+0	1.130053E+3
 	9.92E+1	6.26051E+0	1.131115E+3
 	9.89E+1	6.26462E+0	1.132178E+3
 	9.86E+1	6.2693E+0	1.133241E+3
 	9.83E+1	6.27309E+0	1.134303E+3
 	9.81E+1	6.27742E+0	1.135381E+3
 	9.77E+1	6.2815E+0	1.136444E+3
 	9.74E+1	6.28523E+0	1.137506E+3
 	9.72E+1	6.29032E+0	1.138569E+3
 	9.69E+1	6.29407E+0	1.139631E+3
 	9.66E+1	6.29852E+0	1.140709E+3
 	9.63E+1	6.30269E+0	1.141772E+3
 	9.6E+1	6.30648E+0	1.142834E+3
 	9.57E+1	6.31102E+0	1.143897E+3
 	9.54E+1	6.31498E+0	1.144975E+3
 	9.51E+1	6.31956E+0	1.146038E+3
 	9.49E+1	6.32422E+0	1.1471E+3
 	9.46E+1	6.32833E+0	1.148163E+3
 	9.43E+1	6.3327E+0	1.149225E+3
 	9.4E+1	6.33706E+0	1.150288E+3
 	9.37E+1	6.34154E+0	1.151366E+3
 	9.34E+1	6.34556E+0	1.152428E+3
 	9.31E+1	6.34996E+0	1.153491E+3
 	9.29E+1	6.35465E+0	1.154553E+3
 	9.26E+1	6.35851E+0	1.155616E+3
 	9.22E+1	6.36332E+0	1.156694E+3
 	9.2E+1	6.36774E+0	1.157757E+3
 	9.17E+1	6.37189E+0	1.158819E+3
 	9.14E+1	6.37583E+0	1.159882E+3
 	9.11E+1	6.38118E+0	1.160944E+3
 	9.09E+1	6.38549E+0	1.162022E+3
 	9.05E+1	6.3901E+0	1.1631E+3
 	9.02E+1	6.39472E+0	1.164163E+3
 	9E+1	6.3994E+0	1.165225E+3
 	8.97E+1	6.40292E+0	1.166288E+3
 	8.95E+1	6.40875E+0	1.167351E+3
 	8.92E+1	6.41332E+0	1.168413E+3
 	8.88E+1	6.41762E+0	1.169491E+3
 	8.86E+1	6.42237E+0	1.170554E+3
 	8.83E+1	6.42708E+0	1.171616E+3
 	8.8E+1	6.43135E+0	1.172679E+3
 	8.77E+1	6.4366E+0	1.173741E+3
 	8.75E+1	6.44107E+0	1.174819E+3
 	8.71E+1	6.44609E+0	1.175882E+3
 	8.68E+1	6.4507E+0	1.176944E+3
 	8.66E+1	6.45559E+0	1.178023E+3
 	8.63E+1	6.46024E+0	1.179085E+3
 	8.61E+1	6.46549E+0	1.180148E+3
 	8.58E+1	6.47031E+0	1.18121E+3
 	8.54E+1	6.47505E+0	1.182273E+3
 	8.52E+1	6.47987E+0	1.183335E+3
 	8.49E+1	6.48457E+0	1.184398E+3
 	8.46E+1	6.48952E+0	1.18546E+3
