[Header]
TITLE, default name
FILEOPENTIME,19270017.17,8/12/2014,12:48 PM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, Er_200nm, Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm, Sample1 Units
INFO, Er_5nm, Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm, Sample2 Units
INFO, Er_5nm, Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm-m, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm),Bridge 2 Std. Dev. (Ohm),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,19270929.67,4370,200.008895874023,9999.712890625,0,0.892371401786804,99.9020004272461,11.6377216339111,99.9020004272461,9.23123027801514,99.9020004272461,,,0.000231871737928048,0.000908258839338647,0.000181909079269725,,25,0.892371401786804,11.6377216339111,9.23123027801514,
,19270947.45,4370,199.671745300293,9999.712890625,0,0.892175147533417,99.9020004272461,11.6367906188965,99.9020004272461,9.22950454711914,99.9020004272461,,,0.000213924601518299,0.00203542473590523,0.000912056866909866,,25,0.892175147533417,11.6367906188965,9.22950454711914,
,19270959.20,4370,199.130699157715,9999.712890625,0,0.891337378025055,99.9020004272461,11.6281457901001,99.9020004272461,9.22296600341797,99.9020004272461,,,0.000463110689667463,0.00294957312753275,0.00183010962462126,,25,0.891337378025055,11.6281457901001,9.22296600341797,
,19270970.11,4370,198.703750610352,9999.712890625,0,0.890563008785248,99.9020004272461,11.619361076355,99.9020004272461,9.21523216247559,99.9020004272461,,,0.000269731835209312,0.00184159607380889,0.00179909627408721,,25,0.890563008785248,11.619361076355,9.21523216247559,
,19270983.28,4370,198.333656311035,9999.712890625,0,0.889672553539276,99.9020004272461,11.6084580230713,99.9020004272461,9.20758697509766,99.9020004272461,,,0.00024028118890385,0.00147855416868918,0.00136153958400344,,25,0.889672553539276,11.6084580230713,9.20758697509766,
,19270994.14,4370,197.997901916504,9999.712890625,0,0.889002804756165,99.9020004272461,11.5996642303467,99.9020004272461,9.20164318084717,99.9020004272461,,,0.000263013766774315,0.00232387693448905,0.001430150055926,,25,0.889002804756165,11.5996642303467,9.20164318084717,
,19271006.31,4370,197.625099182129,9999.712890625,0,0.88818413734436,99.9020004272461,11.5886547470093,99.9020004272461,9.19482494354248,99.9020004272461,,,0.000264204047158934,0.00236974668195959,0.00151546664986179,,25,0.88818413734436,11.5886547470093,9.19482494354248,
,19271019.42,4370,197.236351013184,9999.712890625,0,0.887305874824524,99.9020004272461,11.5773115539551,99.9020004272461,9.18741333007812,99.9020004272461,,,0.000234620216561117,0.00371072464119304,0.00149551586741879,,25,0.887305874824524,11.5773115539551,9.18741333007812,
,19271029.19,4370,196.916152954102,9999.712890625,0,0.886594896316528,99.9020004272461,11.5652053833008,99.9020004272461,9.18184539794922,99.9020004272461,,,0.000253215063868798,0.00330222877092758,0.00155490463063313,,25,0.886594896316528,11.5652053833008,9.18184539794922,
,19271041.16,4370,196.468154907227,9999.712890625,0,0.885780045986176,99.9020004272461,11.5501996231079,99.9020004272461,9.17423530578613,99.9020004272461,,,0.000294732093657913,0.00404662473244778,0.0017883148663523,,25,0.885780045986176,11.5501996231079,9.17423530578613,
,19271052.86,4370,195.931945800781,9999.712890625,0,0.884749844074249,99.9020004272461,11.5265369796753,99.9020004272461,9.16519775390625,99.9020004272461,,,0.000358392163873636,0.00742815468793209,0.00215910431058665,,25,0.884749844074249,11.5265369796753,9.16519775390625,
,19271063.88,4370,195.452301025391,9999.712890625,0,0.883663878440857,99.9020004272461,11.4970037460327,99.9020004272461,9.15562652587891,99.9020004272461,,,0.000339563148991824,0.00408313471505276,0.00215415337062884,,25,0.883663878440857,11.4970037460327,9.15562652587891,
,19271078.06,4370,195.068794250488,9999.712890625,0,0.882535910606384,99.9020004272461,11.4781414031982,99.9020004272461,9.14560615539551,99.9020004272461,,,0.000314488323540115,0.00185010564528592,0.00153799059982079,,25,0.882535910606384,11.4781414031982,9.14560615539551,
,19271091.11,4370,194.685699462891,9999.712890625,0,0.881602687835693,99.9020004272461,11.4700808334351,99.9020004272461,9.1382487487793,99.9020004272461,,,0.000232081488097454,0.00162535642557904,0.00147701616816399,,25,0.881602687835693,11.4700808334351,9.1382487487793,
,19271103.05,4370,194.254852294922,9999.712890625,0,0.880663347244263,99.9020004272461,11.4695194244385,99.9020004272461,9.1303104019165,99.9020004272461,,,0.000292445577262787,0.00212308855133484,0.00178459011938423,,25,0.880663347244263,11.4695194244385,9.1303104019165,
