# File exported from GenX's Reflectivity plugin
# File created: Fri Sep 20 15:59:35 2019
# Simulated SLD for data set: 10K_dd_0s
# Headers: 
#z	Im non-mag	Re non-mag	mag	mag_y	mag_x	
 (1.386974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.235980149773780346e-01+0.000000000000000000e+00j)  (2.493255362400489950e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.493255362400485786e-02+0.000000000000000000e+00j)
 (1.387474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.255640848184366609e-01+0.000000000000000000e+00j)  (2.523340283999303546e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.523340283999306322e-02+0.000000000000000000e+00j)
 (1.387974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.275326917911834723e-01+0.000000000000000000e+00j)  (2.553458948229106462e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.553458948229109238e-02+0.000000000000000000e+00j)
 (1.388474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.295033332395104542e-01+0.000000000000000000e+00j)  (2.583602315036859220e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.583602315036856445e-02+0.000000000000000000e+00j)
 (1.388974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.314754978736047852e-01+0.000000000000000000e+00j)  (2.613761194857339154e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.613761194857339154e-02+0.000000000000000000e+00j)
 (1.389474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.334486659410897169e-01+0.000000000000000000e+00j)  (2.643926252153666612e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.643926252153669387e-02+0.000000000000000000e+00j)
 (1.389974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.354223094070126532e-01+0.000000000000000000e+00j)  (2.674088009130645704e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.674088009130647786e-02+0.000000000000000000e+00j)
 (1.390474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.373958921426430724e-01+0.000000000000000000e+00j)  (2.704236849620350602e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.704236849620354766e-02+0.000000000000000000e+00j)
 (1.390974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.393688701230363813e-01+0.000000000000000000e+00j)  (2.734363023139094184e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.734363023139092796e-02+0.000000000000000000e+00j)
 (1.391474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.413406916333073027e-01+0.000000000000000000e+00j)  (2.764456649114666043e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.764456649114661185e-02+0.000000000000000000e+00j)
 (1.391974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.433107974835459597e-01+0.000000000000000000e+00j)  (2.794507721282632473e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.794507721282632473e-02+0.000000000000000000e+00j)
 (1.392474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.452786212323007753e-01+0.000000000000000000e+00j)  (2.824506112250238510e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.824506112250240591e-02+0.000000000000000000e+00j)
 (1.392974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.472435894185396998e-01+0.000000000000000000e+00j)  (2.854441578226124543e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.854441578226122461e-02+0.000000000000000000e+00j)
 (1.393474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.492051218019917913e-01+0.000000000000000000e+00j)  (2.884303763914072838e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.884303763914072838e-02+0.000000000000000000e+00j)
 (1.393974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.511626316117612889e-01+0.000000000000000000e+00j)  (2.914082207568666205e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.914082207568666205e-02+0.000000000000000000e+00j)
 (1.394474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.531155258030932220e-01+0.000000000000000000e+00j)  (2.943766346210471840e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.943766346210473228e-02+0.000000000000000000e+00j)
 (1.394974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.550632053221604911e-01+0.000000000000000000e+00j)  (2.973345520998285640e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.973345520998280783e-02+0.000000000000000000e+00j)
 (1.395474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.570050653787310346e-01+0.000000000000000000e+00j)  (3.002808982755605927e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.002808982755607314e-02+0.000000000000000000e+00j)
 (1.395974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.589404957265645901e-01+0.000000000000000000e+00j)  (3.032145897648536037e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.032145897648536731e-02+0.000000000000000000e+00j)
 (1.396474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.608688809513736828e-01+0.000000000000000000e+00j)  (3.061345353011687975e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.061345353011692139e-02+0.000000000000000000e+00j)
 (1.396974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.627896007661770339e-01+0.000000000000000000e+00j)  (3.090396363318942408e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.090396363318941020e-02+0.000000000000000000e+00j)
 (1.397474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.647020303138614250e-01+0.000000000000000000e+00j)  (3.119287876295251394e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.119287876295251394e-02+0.000000000000000000e+00j)
 (1.397974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.666055404767564530e-01+0.000000000000000000e+00j)  (3.148008779165856197e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.148008779165857585e-02+0.000000000000000000e+00j)
 (1.398474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.684994981930172275e-01+0.000000000000000000e+00j)  (3.176547905038701325e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.176547905038702019e-02+0.000000000000000000e+00j)
 (1.398974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.703832667795997402e-01+0.000000000000000000e+00j)  (3.204894039415931428e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.204894039415929347e-02+0.000000000000000000e+00j)
 (1.399474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.722562062616028067e-01+0.000000000000000000e+00j)  (3.233035926829963547e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.233035926829965628e-02+0.000000000000000000e+00j)
 (1.399974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.741176737077407721e-01+0.000000000000000000e+00j)  (3.260962277599538384e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.260962277599535608e-02+0.000000000000000000e+00j)
 (1.400474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.759670235717007314e-01+0.000000000000000000e+00j)  (3.288661774700762930e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.288661774700765011e-02+0.000000000000000000e+00j)
 (1.400974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.778036080391290241e-01+0.000000000000000000e+00j)  (3.316123080748303864e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.316123080748300395e-02+0.000000000000000000e+00j)
 (1.401474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.796267773799810508e-01+0.000000000000000000e+00j)  (3.343334845081200046e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.343334845081199352e-02+0.000000000000000000e+00j)
 (1.401974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.814358803059609615e-01+0.000000000000000000e+00j)  (3.370285710948159319e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.370285710948160707e-02+0.000000000000000000e+00j)
 (1.402474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.832302643327656688e-01+0.000000000000000000e+00j)  (3.396964322786427681e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.396964322786428375e-02+0.000000000000000000e+00j)
 (1.402974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.850092761468420832e-01+0.000000000000000000e+00j)  (3.423359333588596454e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.423359333588593678e-02+0.000000000000000000e+00j)
 (1.403474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.867722619763543146e-01+0.000000000000000000e+00j)  (3.449459412351246757e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.449459412351246063e-02+0.000000000000000000e+00j)
 (1.403974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.885185679660536406e-01+0.000000000000000000e+00j)  (3.475253251599383364e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.475253251599381282e-02+0.000000000000000000e+00j)
 (1.404474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.902475405557308319e-01+0.000000000000000000e+00j)  (3.500729574980135372e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.500729574980133985e-02+0.000000000000000000e+00j)
 (1.404974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.919585268619259821e-01+0.000000000000000000e+00j)  (3.525877144919409290e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.525877144919412065e-02+0.000000000000000000e+00j)
 (1.405474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.936508750625641095e-01+0.000000000000000000e+00j)  (3.550684770334730511e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.550684770334725654e-02+0.000000000000000000e+00j)
 (1.405974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.953239347841739693e-01+0.000000000000000000e+00j)  (3.575141314397439762e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.575141314397438375e-02+0.000000000000000000e+00j)
 (1.406474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.969770574913452421e-01+0.000000000000000000e+00j)  (3.599235702337444387e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.599235702337443693e-02+0.000000000000000000e+00j)
 (1.406974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.986095968780689391e-01+0.000000000000000000e+00j)  (3.622956929283230321e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.622956929283227545e-02+0.000000000000000000e+00j)
 (1.407474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.002209092606033636e-01+0.000000000000000000e+00j)  (3.646294068130057076e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.646294068130062627e-02+0.000000000000000000e+00j)
 (1.407974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.018103539714997563e-01+0.000000000000000000e+00j)  (3.669236277429005488e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.669236277429002713e-02+0.000000000000000000e+00j)
 (1.408474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.033772937544166437e-01+0.000000000000000000e+00j)  (3.691772809289237123e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.691772809289239204e-02+0.000000000000000000e+00j)
 (1.408974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.049210951593507968e-01+0.000000000000000000e+00j)  (3.713893017286240550e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.713893017286235693e-02+0.000000000000000000e+00j)
 (1.409474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.064411289379018299e-01+0.000000000000000000e+00j)  (3.735586364367993184e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.735586364367994572e-02+0.000000000000000000e+00j)
 (1.409974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.079367704381914095e-01+0.000000000000000000e+00j)  (3.756842430751733408e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.756842430751730633e-02+0.000000000000000000e+00j)
 (1.410474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.094073999990468282e-01+0.000000000000000000e+00j)  (3.777650921803074602e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.777650921803073214e-02+0.000000000000000000e+00j)
 (1.410974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.108524033430628108e-01+0.000000000000000000e+00j)  (3.798001675889972617e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.798001675889972617e-02+0.000000000000000000e+00j)
 (1.411474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.122711719681474207e-01+0.000000000000000000e+00j)  (3.817884672203294971e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.817884672203291502e-02+0.000000000000000000e+00j)
 (1.411974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.136631035371598264e-01+0.000000000000000000e+00j)  (3.837290038536114722e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.837290038536111253e-02+0.000000000000000000e+00j)
 (1.412474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.150276022652444663e-01+0.000000000000000000e+00j)  (3.856208059013702116e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.856208059013700035e-02+0.000000000000000000e+00j)
 (1.412974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.163640793044648181e-01+0.000000000000000000e+00j)  (3.874629181766045538e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.874629181766044844e-02+0.000000000000000000e+00j)
 (1.413474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.176719531253419770e-01+0.000000000000000000e+00j)  (3.892544026534877633e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.892544026534874857e-02+0.000000000000000000e+00j)
 (1.413974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.189506498948994739e-01+0.000000000000000000e+00j)  (3.909943392207038126e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.909943392207035351e-02+0.000000000000000000e+00j)
 (1.414474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.201996038508209796e-01+0.000000000000000000e+00j)  (3.926818264266124237e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.926818264266125624e-02+0.000000000000000000e+00j)
 (1.414974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.214182576713253248e-01+0.000000000000000000e+00j)  (3.943159822154287952e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.943159822154287258e-02+0.000000000000000000e+00j)
 (1.415474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.226060628403668140e-01+0.000000000000000000e+00j)  (3.958959446536075566e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.958959446536072097e-02+0.000000000000000000e+00j)
 (1.415974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.237624800077693710e-01+0.000000000000000000e+00j)  (3.974208726456324170e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.974208726456324864e-02+0.000000000000000000e+00j)
 (1.416474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.248869793439095988e-01+0.000000000000000000e+00j)  (3.988899466384113190e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (3.988899466384107639e-02+0.000000000000000000e+00j)
 (1.416974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.259790408885601787e-01+0.000000000000000000e+00j)  (4.003023693134691308e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.003023693134684369e-02+0.000000000000000000e+00j)
 (1.417474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.270381548935204608e-01+0.000000000000000000e+00j)  (4.016573662661712674e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.016573662661709204e-02+0.000000000000000000e+00j)
 (1.417974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.280638221586523295e-01+0.000000000000000000e+00j)  (4.029541866711794373e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.029541866711795761e-02+0.000000000000000000e+00j)
 (1.418474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.290555543609531952e-01+0.000000000000000000e+00j)  (4.041921039333751242e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.041921039333747773e-02+0.000000000000000000e+00j)
 (1.418974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.300128743763039552e-01+0.000000000000000000e+00j)  (4.053704163234844726e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.053704163234844032e-02+0.000000000000000000e+00j)
 (1.419474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.309353165935286611e-01+0.000000000000000000e+00j)  (4.064884475976654477e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.064884475976649619e-02+0.000000000000000000e+00j)
 (1.419974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.318224272204177261e-01+0.000000000000000000e+00j)  (4.075455476002981525e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.075455476002978056e-02+0.000000000000000000e+00j)
 (1.420474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.326737645813699462e-01+0.000000000000000000e+00j)  (4.085410928492755334e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.085410928492750476e-02+0.000000000000000000e+00j)
 (1.420974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.334888994063129442e-01+0.000000000000000000e+00j)  (4.094744871030597810e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.094744871030596423e-02+0.000000000000000000e+00j)
 (1.421474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.342674151105788471e-01+0.000000000000000000e+00j)  (4.103451619088327451e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.103451619088326757e-02+0.000000000000000000e+00j)
 (1.421974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.350089080654116813e-01+0.000000000000000000e+00j)  (4.111525771310353683e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.111525771310348826e-02+0.000000000000000000e+00j)
 (1.422474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.357129878587983951e-01+0.000000000000000000e+00j)  (4.118962214596544325e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.118962214596547100e-02+0.000000000000000000e+00j)
 (1.422974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.363792775463229745e-01+0.000000000000000000e+00j)  (4.125756128976082460e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.125756128976077602e-02+0.000000000000000000e+00j)
 (1.423474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.370074138917522166e-01+0.000000000000000000e+00j)  (4.131902992265906738e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.131902992265904656e-02+0.000000000000000000e+00j)
 (1.423974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.375970475970772711e-01+0.000000000000000000e+00j)  (4.137398584508017452e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.137398584508014676e-02+0.000000000000000000e+00j)
 (1.424474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.381478435217385003e-01+0.000000000000000000e+00j)  (4.142238992179492207e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.142238992179488044e-02+0.000000000000000000e+00j)
 (1.424974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.386594808907838594e-01+0.000000000000000000e+00j)  (4.146420612169859909e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.146420612169859909e-02+0.000000000000000000e+00j)
 (1.425474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.391316534917103276e-01+0.000000000000000000e+00j)  (4.149940155520376317e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.149940155520377705e-02+0.000000000000000000e+00j)
 (1.425974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.395640698597629070e-01+0.000000000000000000e+00j)  (4.152794650920052510e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.152794650920049041e-02+0.000000000000000000e+00j)
 (1.426474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.399564534514698089e-01+0.000000000000000000e+00j)  (4.154981447953637330e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.154981447953634555e-02+0.000000000000000000e+00j)
 (1.426974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.403085428062092133e-01+0.000000000000000000e+00j)  (4.156498220096938034e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.156498220096935953e-02+0.000000000000000000e+00j)
 (1.427474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.406200916956196423e-01+0.000000000000000000e+00j)  (4.157342967455110450e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.157342967455106286e-02+0.000000000000000000e+00j)
 (1.427974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.408908692606726465e-01+0.000000000000000000e+00j)  (4.157514019239849645e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.157514019239848257e-02+0.000000000000000000e+00j)
 (1.428474803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.411206601362501534e-01+0.000000000000000000e+00j)  (4.157010035981795193e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.157010035981792417e-02+0.000000000000000000e+00j)
 (1.428974803129821339e+03+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (5.413092645630757094e-01+0.000000000000000000e+00j)  (4.155830011474515029e-02+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (4.155830011474511559e-02+0.000000000000000000e+00j)
