Thu Nov 05 19:37:15 2015

        Time,        H_vsm,            m,         Mvol,        Mmass,            X,            Y,      Tsample
           s,            T,          emu,     emu/cm^3,        emu/g,            %,            V,            K

         6:0          6:0          6:0          6:0          6:0          6:0          6:0          6:0 
6.795312E+01 1.149000E-02 1.038607E-03 5.193033E+02          --- 8.207600E-04 -4.947210E-06 1.998700E+02 
6.942969E+01 1.175000E-02 1.049392E-03 5.246959E+02          --- 8.292830E-04 -5.543260E-06 1.999000E+02 
7.085938E+01 1.205000E-02 1.073980E-03 5.369901E+02          --- 8.487140E-04 -1.966970E-06 1.999300E+02 
7.295312E+01 1.227000E-02 1.084087E-03 5.420435E+02          --- 8.567010E-04 -4.410770E-06 1.999300E+02 
7.392969E+01 1.251000E-02 1.097589E-03 5.487946E+02          --- 8.673710E-04 -3.218670E-06 1.999600E+02 
7.553125E+01 1.278000E-02 1.107167E-03 5.535835E+02          --- 8.749400E-04 -2.682220E-06 1.999900E+02 
7.717188E+01 1.306000E-02 1.124741E-03 5.623706E+02          --- 8.888280E-04 -4.291560E-06 2.000000E+02 
7.888281E+01 1.329000E-02 1.132510E-03 5.662548E+02          --- 8.949670E-04 -4.708800E-06 2.000000E+02 
8.014062E+01 1.354000E-02 1.144126E-03 5.720631E+02          --- 9.041470E-04 -5.126030E-06 2.000000E+02 
8.206250E+01 1.380000E-02 1.155515E-03 5.777575E+02          --- 9.131470E-04 -3.933940E-06 2.001000E+02 
8.322656E+01 1.406000E-02 1.166075E-03 5.830375E+02          --- 9.214920E-04 -2.741830E-06 2.001000E+02 
8.475000E+01 1.432000E-02 1.177237E-03 5.886186E+02          --- 9.303130E-04 -3.099460E-06 2.001000E+02 
8.651562E+01 1.457000E-02 1.185836E-03 5.929179E+02          --- 9.371080E-04 -5.245240E-06 2.001000E+02 
8.805469E+01 1.482000E-02 1.198356E-03 5.991779E+02          --- 9.470020E-04 -6.079700E-06 2.001000E+02 
8.937500E+01 1.509000E-02 1.209821E-03 6.049103E+02          --- 9.560620E-04 -5.960490E-06 2.001000E+02 
9.096094E+01 1.539000E-02 1.218570E-03 6.092848E+02          --- 9.629760E-04 -4.172350E-06 2.001000E+02 
9.294531E+01 1.560000E-02 1.228074E-03 6.140371E+02          --- 9.704870E-04 -3.695500E-06 2.001000E+02 
9.403906E+01 1.586000E-02 1.232297E-03 6.161485E+02          --- 9.738240E-04 -5.960490E-06 2.001000E+02 
9.563281E+01 1.611000E-02 1.242258E-03 6.211292E+02          --- 9.816960E-04 -4.529980E-06 2.001000E+02 
9.710938E+01 1.639000E-02 1.251611E-03 6.258055E+02          --- 9.890870E-04 -2.384200E-06 2.001000E+02 
9.876562E+01 1.662000E-02 1.261417E-03 6.307084E+02          --- 9.968360E-04 -4.768400E-06 2.001000E+02 
1.001328E+02 1.688000E-02 1.267749E-03 6.338745E+02          --- 1.001840E-03 -3.099460E-06 2.001000E+02 
1.018438E+02 1.714000E-02 1.277252E-03 6.386261E+02          --- 1.009350E-03 -4.410770E-06 2.002000E+02 
1.032656E+02 1.739000E-02 1.281175E-03 6.405875E+02          --- 1.012450E-03 -5.841280E-06 2.002000E+02 
1.048594E+02 1.765000E-02 1.288869E-03 6.444344E+02          --- 1.018530E-03 -5.602870E-06 2.002000E+02 
1.065000E+02 1.798000E-02 1.297626E-03 6.488128E+02          --- 1.025450E-03 -4.172350E-06 2.002000E+02 
1.084844E+02 1.818000E-02 1.303497E-03 6.517485E+02          --- 1.030090E-03 -5.364450E-06 2.002000E+02 
1.094766E+02 1.842000E-02 1.309837E-03 6.549184E+02          --- 1.035100E-03 -2.741830E-06 2.002000E+02 
1.109531E+02 1.881000E-02 1.317531E-03 6.587653E+02          --- 1.041180E-03 -2.264990E-06 2.002000E+02 
1.132656E+02 1.894000E-02 1.320694E-03 6.603471E+02          --- 1.043680E-03 -1.907360E-06 2.002000E+02 
1.140859E+02 1.919000E-02 1.325680E-03 6.628399E+02          --- 1.047620E-03 -4.291560E-06 2.002000E+02 
1.156797E+02 1.945000E-02 1.339258E-03 6.696289E+02          --- 1.058350E-03 -3.695500E-06 2.002000E+02 
1.172266E+02 1.973000E-02 1.344535E-03 6.722673E+02          --- 1.062520E-03 -1.311310E-06 2.002000E+02 
1.187500E+02 1.996000E-02 1.348002E-03 6.740010E+02          --- 1.065260E-03 -3.576290E-06 2.002000E+02 
1.201797E+02 2.022000E-02 1.350419E-03 6.752094E+02          --- 1.067170E-03 -2.264990E-06 2.002000E+02 
1.217266E+02 2.048000E-02 1.355848E-03 6.779238E+02          --- 1.071460E-03 -2.980250E-06 2.001000E+02 
1.232656E+02 2.074000E-02 1.352228E-03 6.761142E+02          --- 1.068600E-03 -3.099460E-06 2.001000E+02 
1.248516E+02 2.099000E-02 1.358113E-03 6.790563E+02          --- 1.073250E-03 -3.576290E-06 2.001000E+02 
1.265547E+02 2.130000E-02 1.360378E-03 6.801889E+02          --- 1.075040E-03 -1.549730E-06 2.001000E+02 
1.282031E+02 2.150000E-02 1.362035E-03 6.810177E+02          --- 1.076350E-03 -1.549730E-06 2.001000E+02 
1.294141E+02 2.176000E-02 1.363238E-03 6.816188E+02          --- 1.077300E-03 -2.503410E-06 2.001000E+02 
1.310625E+02 2.207000E-02 1.365958E-03 6.829791E+02          --- 1.079450E-03 -5.126030E-06 2.001000E+02 
1.330312E+02 2.227000E-02 1.369729E-03 6.848646E+02          --- 1.082430E-03 -2.384200E-06 2.001000E+02 
1.339766E+02 2.253000E-02 1.373348E-03 6.866741E+02          --- 1.085290E-03 -2.503410E-06 2.001000E+02 
1.356250E+02 2.279000E-02 1.375310E-03 6.876548E+02          --- 1.086840E-03 -2.264990E-06 2.001000E+02 
1.371562E+02 2.306000E-02 1.377423E-03 6.887115E+02          --- 1.088510E-03 -3.695500E-06 2.001000E+02 
1.388594E+02 2.331000E-02 1.379536E-03 6.897681E+02          --- 1.090180E-03 -1.072890E-06 2.001000E+02 
1.402344E+02 2.356000E-02 1.379688E-03 6.898440E+02          --- 1.090300E-03 -4.529980E-06 2.001000E+02 
1.418203E+02 2.381000E-02 1.383155E-03 6.915777E+02          --- 1.093040E-03 -4.410770E-06 2.001000E+02 
1.433594E+02 2.407000E-02 1.386167E-03 6.930835E+02          --- 1.095420E-03 -1.668940E-06 2.001000E+02 
1.447891E+02 2.433000E-02 1.386015E-03 6.930076E+02          --- 1.095300E-03 -2.622620E-06 2.001000E+02 
1.465547E+02 2.458000E-02 1.385420E-03 6.927102E+02          --- 1.094830E-03 -1.430520E-06 2.001000E+02 
1.479766E+02 2.485000E-02 1.385117E-03 6.925584E+02          --- 1.094590E-03 -3.695500E-06 2.000000E+02 
1.494062E+02 2.510000E-02 1.388888E-03 6.944438E+02          --- 1.097570E-03 -3.814730E-06 2.000000E+02 
1.509453E+02 2.539000E-02 1.389786E-03 6.948931E+02          --- 1.098280E-03 -1.907360E-06 2.000000E+02 
1.529766E+02 2.562000E-02 1.391001E-03 6.955005E+02          --- 1.099240E-03 -1.192100E-06 2.000000E+02 
1.540234E+02 2.587000E-02 1.391292E-03 6.956460E+02          --- 1.099470E-03 -2.622620E-06 2.000000E+02 
1.556641E+02 2.613000E-02 1.392810E-03 6.964052E+02          --- 1.100670E-03 -3.695500E-06 2.000000E+02 
1.571562E+02 2.639000E-02 1.394620E-03 6.973100E+02          --- 1.102100E-03 -2.741830E-06 2.000000E+02 
1.586797E+02 2.664000E-02 1.398543E-03 6.992714E+02          --- 1.105200E-03 -2.026570E-06 2.000000E+02 
1.602266E+02 2.689000E-02 1.395063E-03 6.975315E+02          --- 1.102450E-03 -2.264990E-06 2.000000E+02 
1.617656E+02 2.715000E-02 1.394316E-03 6.971582E+02          --- 1.101860E-03 -7.152590E-07 1.999900E+02 
1.634141E+02 2.741000E-02 1.397784E-03 6.988918E+02          --- 1.104600E-03 -3.337870E-06 1.999900E+02 
1.647812E+02 2.767000E-02 1.396126E-03 6.980629E+02          --- 1.103290E-03 -2.026570E-06 1.999900E+02 
1.665391E+02 2.798000E-02 1.395974E-03 6.979870E+02          --- 1.103170E-03 -2.622620E-06 1.999800E+02 
1.684609E+02 2.818000E-02 1.398695E-03 6.993473E+02          --- 1.105320E-03 -2.384200E-06 1.999700E+02 
1.694531E+02 2.844000E-02 1.395974E-03 6.979870E+02          --- 1.103170E-03 -3.218670E-06 1.999700E+02 
1.711016E+02 2.883000E-02 1.395974E-03 6.979870E+02          --- 1.103170E-03 -3.218670E-06 1.999600E+02 
1.734609E+02 2.895000E-02 1.396885E-03 6.984426E+02          --- 1.103890E-03 -5.841280E-06 1.999600E+02 
1.740625E+02 2.921000E-02 1.398847E-03 6.994233E+02          --- 1.105440E-03 -2.503410E-06 1.999500E+02 
1.756016E+02 2.947000E-02 1.400795E-03 7.003976E+02          --- 1.106980E-03 -3.337870E-06 1.999500E+02 
1.772500E+02 2.973000E-02 1.400201E-03 7.001003E+02          --- 1.106510E-03 -3.933940E-06 1.999400E+02 
1.787344E+02 2.998000E-02 1.398986E-03 6.994929E+02          --- 1.105550E-03 -2.026570E-06 1.999400E+02 
1.802734E+02 3.023000E-02 1.397784E-03 6.988918E+02          --- 1.104600E-03 -2.980250E-06 1.999400E+02 
1.818125E+02 3.049000E-02 1.400352E-03 7.001762E+02          --- 1.106630E-03 -4.410770E-06 1.999300E+02 
1.834062E+02 3.075000E-02 1.401706E-03 7.008532E+02          --- 1.107700E-03 -3.337870E-06 1.999300E+02 
1.848359E+02 3.100000E-02 1.399441E-03 6.997206E+02          --- 1.105910E-03 -4.291560E-06 1.999300E+02 
1.865312E+02 3.131000E-02 1.396430E-03 6.982148E+02          --- 1.103530E-03 -2.741830E-06 1.999200E+02 
1.882344E+02 3.152000E-02 1.399745E-03 6.998725E+02          --- 1.106150E-03 -3.099460E-06 1.999200E+02 
1.894453E+02 3.177000E-02 1.397935E-03 6.989677E+02          --- 1.104720E-03 -4.053140E-06 1.999200E+02 
1.910938E+02 3.207000E-02 1.397176E-03 6.985881E+02          --- 1.104120E-03 -2.145780E-06 1.999100E+02 
1.930156E+02 3.229000E-02 1.399289E-03 6.996447E+02          --- 1.105790E-03 -2.741830E-06 1.999100E+02 
1.941719E+02 3.255000E-02 1.400504E-03 7.002521E+02          --- 1.106750E-03 -5.245240E-06 1.999100E+02 
1.955938E+02 3.280000E-02 1.401555E-03 7.007773E+02          --- 1.107580E-03 -1.311310E-06 1.999100E+02 
1.971328E+02 3.308000E-02 1.401099E-03 7.005495E+02          --- 1.107220E-03 -1.907360E-06 1.999000E+02 
1.987812E+02 3.331000E-02 1.400656E-03 7.003280E+02          --- 1.106870E-03 -4.887610E-06 1.999000E+02 
2.002109E+02 3.357000E-02 1.399593E-03 6.997966E+02          --- 1.106030E-03 -2.026570E-06 1.999000E+02 
2.019141E+02 3.383000E-02 1.401099E-03 7.005495E+02          --- 1.107220E-03 -4.410770E-06 1.998900E+02 
2.033906E+02 3.409000E-02 1.401706E-03 7.008532E+02          --- 1.107700E-03 -2.026570E-06 1.998900E+02 
2.048828E+02 3.434000E-02 1.400504E-03 7.002521E+02          --- 1.106750E-03 -1.788150E-06 1.998900E+02 
2.065234E+02 3.467000E-02 1.400352E-03 7.001762E+02          --- 1.106630E-03 -1.549730E-06 1.998900E+02 
2.085000E+02 3.486000E-02 1.398695E-03 6.993473E+02          --- 1.105320E-03 -2.384200E-06 1.998900E+02 
2.096016E+02 3.512000E-02 1.399593E-03 6.997966E+02          --- 1.106030E-03 -3.218670E-06 1.998900E+02 
2.110312E+02 3.540000E-02 1.402010E-03 7.010050E+02          --- 1.107940E-03 -4.053140E-06 1.998800E+02 
2.127891E+02 3.563000E-02 1.399289E-03 6.996447E+02          --- 1.105790E-03 -2.145780E-06 1.998800E+02 
2.142109E+02 3.588000E-02 1.395822E-03 6.979111E+02          --- 1.103050E-03 -1.549730E-06 1.998800E+02 
2.156406E+02 3.614000E-02 1.397480E-03 6.987399E+02          --- 1.104360E-03 -1.311310E-06 1.998800E+02 
2.171797E+02 3.642000E-02 1.412260E-03 7.061300E+02          --- 1.116040E-03 -1.907360E-06 1.998800E+02 
2.188828E+02 3.666000E-02 1.410906E-03 7.054530E+02          --- 1.114970E-03 -2.503410E-06 1.998800E+02 
2.203125E+02 3.691000E-02 1.410754E-03 7.053771E+02          --- 1.114850E-03 -2.026570E-06 1.998800E+02 
2.218516E+02 3.717000E-02 1.403971E-03 7.019857E+02          --- 1.109490E-03 -1.072890E-06 1.998800E+02 
2.234453E+02 3.742000E-02 1.402909E-03 7.014543E+02          --- 1.108650E-03 -1.668940E-06 1.998800E+02 
2.248125E+02 3.773000E-02 1.405781E-03 7.028905E+02          --- 1.110920E-03 0.000000E+00 1.998800E+02 
2.266328E+02 3.794000E-02 1.404275E-03 7.021376E+02          --- 1.109730E-03 -3.933940E-06 1.998800E+02 
2.281641E+02 3.819000E-02 1.401858E-03 7.009291E+02          --- 1.107820E-03 -1.907360E-06 1.998800E+02 
2.294844E+02 3.845000E-02 1.400049E-03 7.000243E+02          --- 1.106390E-03 -1.668940E-06 1.998800E+02 
2.310859E+02 3.873000E-02 1.401099E-03 7.005495E+02          --- 1.107220E-03 -3.099460E-06 1.998800E+02 
2.328359E+02 3.896000E-02 1.401555E-03 7.007773E+02          --- 1.107580E-03 -2.622620E-06 1.998800E+02 
2.341016E+02 3.922000E-02 1.401706E-03 7.008532E+02          --- 1.107700E-03 -2.026570E-06 1.998800E+02 
2.356953E+02 3.948000E-02 1.406085E-03 7.030424E+02          --- 1.111160E-03 -2.145780E-06 1.998800E+02 
2.372812E+02 3.975000E-02 1.406388E-03 7.031942E+02          --- 1.111400E-03 -2.741830E-06 1.998800E+02 
2.388203E+02 3.999000E-02 1.402162E-03 7.010810E+02          --- 1.108060E-03 -5.245240E-06 1.998800E+02 
2.401953E+02 4.024000E-02 1.403516E-03 7.017580E+02          --- 1.109130E-03 -3.814730E-06 1.998800E+02 
2.417891E+02 4.052000E-02 1.403516E-03 7.017580E+02          --- 1.109130E-03 -4.649190E-06 1.998800E+02 
2.434297E+02 4.076000E-02 1.400656E-03 7.003280E+02          --- 1.106870E-03 -2.622620E-06 1.998900E+02 
2.448125E+02 4.106000E-02 1.401403E-03 7.007013E+02          --- 1.107460E-03 -1.907360E-06 1.998900E+02 
2.467344E+02 4.128000E-02 1.401858E-03 7.009291E+02          --- 1.107820E-03 -2.503410E-06 1.998900E+02 
2.481641E+02 4.154000E-02 1.403668E-03 7.018339E+02          --- 1.109250E-03 -1.788150E-06 1.998900E+02 
2.495938E+02 4.179000E-02 1.401099E-03 7.005495E+02          --- 1.107220E-03 -1.668940E-06 1.998900E+02 
2.510703E+02 4.207000E-02 1.402466E-03 7.012328E+02          --- 1.108300E-03 -1.549730E-06 1.998900E+02 
2.527734E+02 4.231000E-02 1.402162E-03 7.010810E+02          --- 1.108060E-03 -2.861040E-06 1.998900E+02 
2.542031E+02 4.256000E-02 1.401403E-03 7.007013E+02          --- 1.107460E-03 -2.026570E-06 1.998900E+02 
2.556797E+02 4.282000E-02 1.409248E-03 7.046241E+02          --- 1.113660E-03 -1.311310E-06 1.998900E+02 
2.572266E+02 4.308000E-02 1.406679E-03 7.033397E+02          --- 1.111630E-03 -2.264990E-06 1.999000E+02 
2.588125E+02 4.333000E-02 1.406528E-03 7.032638E+02          --- 1.111510E-03 -2.384200E-06 1.999000E+02 
2.604609E+02 4.359000E-02 1.406983E-03 7.034916E+02          --- 1.111870E-03 -9.536820E-07 1.999000E+02 
2.619453E+02 4.384000E-02 1.408641E-03 7.043204E+02          --- 1.113180E-03 -1.072890E-06 1.999000E+02 
2.633750E+02 4.410000E-02 1.403820E-03 7.019098E+02          --- 1.109370E-03 -2.384200E-06 1.999000E+02 
2.650234E+02 4.440000E-02 1.405933E-03 7.029664E+02          --- 1.111040E-03 -1.668940E-06 1.999100E+02 
2.667812E+02 4.467000E-02 1.405174E-03 7.025868E+02          --- 1.110440E-03 -1.668940E-06 1.999100E+02 
2.684297E+02 4.487000E-02 1.406085E-03 7.030424E+02          --- 1.111160E-03 -1.311310E-06 1.999100E+02 
2.696328E+02 4.513000E-02 1.405325E-03 7.026627E+02          --- 1.110560E-03 -1.907360E-06 1.999100E+02 
2.711719E+02 4.540000E-02 1.406528E-03 7.032638E+02          --- 1.111510E-03 -2.980250E-06 1.999100E+02 
2.726562E+02 4.564000E-02 1.406388E-03 7.031942E+02          --- 1.111400E-03 -3.099460E-06 1.999100E+02 
2.742500E+02 4.590000E-02 1.406085E-03 7.030424E+02          --- 1.111160E-03 -3.218670E-06 1.999200E+02 
2.757891E+02 4.616000E-02 1.406237E-03 7.031183E+02          --- 1.111280E-03 -2.384200E-06 1.999200E+02 
2.772109E+02 4.641000E-02 1.404718E-03 7.023590E+02          --- 1.110080E-03 -2.384200E-06 1.999200E+02 
2.788125E+02 4.667000E-02 1.405933E-03 7.029664E+02          --- 1.111040E-03 -3.218670E-06 1.999200E+02 
2.805625E+02 4.693000E-02 1.405022E-03 7.025109E+02          --- 1.110320E-03 -3.695500E-06 1.999200E+02 
2.818828E+02 4.720000E-02 1.406388E-03 7.031942E+02          --- 1.111400E-03 -1.311310E-06 1.999300E+02 
2.835312E+02 4.744000E-02 1.407894E-03 7.039471E+02          --- 1.112590E-03 -2.145780E-06 1.999300E+02 
2.849609E+02 4.774000E-02 1.408641E-03 7.043204E+02          --- 1.113180E-03 -1.311310E-06 1.999300E+02 
2.867266E+02 4.795000E-02 1.408046E-03 7.040231E+02          --- 1.112710E-03 -2.741830E-06 1.999300E+02 
2.882031E+02 4.821000E-02 1.408945E-03 7.044723E+02          --- 1.113420E-03 -5.006820E-06 1.999300E+02 
2.896328E+02 4.847000E-02 1.408641E-03 7.043204E+02          --- 1.113180E-03 -2.026570E-06 1.999300E+02 
2.911094E+02 4.874000E-02 1.406831E-03 7.034157E+02          --- 1.111750E-03 -2.861040E-06 1.999300E+02 
2.927656E+02 4.899000E-02 1.408945E-03 7.044723E+02          --- 1.113420E-03 -9.536820E-07 1.999300E+02 
2.941953E+02 4.924000E-02 1.409400E-03 7.047001E+02          --- 1.113780E-03 -4.768410E-07 1.999300E+02 
2.957266E+02 4.950000E-02 1.410008E-03 7.050038E+02          --- 1.114260E-03 -3.576290E-06 1.999300E+02 
2.973203E+02 4.976000E-02 1.408198E-03 7.040990E+02          --- 1.112830E-03 -3.814730E-06 1.999300E+02 
2.988516E+02 5.001000E-02 1.409400E-03 7.047001E+02          --- 1.113780E-03 -2.622620E-06 1.999300E+02 
3.005000E+02 5.028000E-02 1.410159E-03 7.050797E+02          --- 1.114380E-03 -1.311310E-06 1.999400E+02 
3.018750E+02 5.053000E-02 1.404718E-03 7.023590E+02          --- 1.110080E-03 -2.145780E-06 1.999400E+02 
3.035234E+02 5.079000E-02 1.405781E-03 7.028905E+02          --- 1.110920E-03 -2.384200E-06 1.999400E+02 
3.050156E+02 5.108000E-02 1.405933E-03 7.029664E+02          --- 1.111040E-03 -1.192100E-06 1.999400E+02 
3.068203E+02 5.130000E-02 1.407591E-03 7.037953E+02          --- 1.112350E-03 -3.933940E-06 1.999400E+02 
3.082500E+02 5.155000E-02 1.406983E-03 7.034916E+02          --- 1.111870E-03 -2.384200E-06 1.999400E+02 
3.096250E+02 5.182000E-02 1.407135E-03 7.035675E+02          --- 1.111990E-03 -9.536820E-07 1.999400E+02 
3.112109E+02 5.207000E-02 1.407894E-03 7.039471E+02          --- 1.112590E-03 -1.311310E-06 1.999500E+02 
3.128125E+02 5.232000E-02 1.407591E-03 7.037953E+02          --- 1.112350E-03 -5.245240E-06 1.999500E+02 
3.142344E+02 5.259000E-02 1.408945E-03 7.044723E+02          --- 1.113420E-03 -2.980250E-06 1.999500E+02 
3.158359E+02 5.284000E-02 1.408641E-03 7.043204E+02          --- 1.113180E-03 -1.430520E-06 1.999500E+02 
3.174219E+02 5.310000E-02 1.408489E-03 7.042445E+02          --- 1.113060E-03 -1.549730E-06 1.999500E+02 
3.188516E+02 5.336000E-02 1.406085E-03 7.030424E+02          --- 1.111160E-03 -3.695500E-06 1.999500E+02 
3.205547E+02 5.362000E-02 1.408350E-03 7.041749E+02          --- 1.112950E-03 -2.980250E-06 1.999500E+02 
3.220312E+02 5.387000E-02 1.408641E-03 7.043204E+02          --- 1.113180E-03 -5.245240E-06 1.999500E+02 
3.235703E+02 5.412000E-02 1.407439E-03 7.037194E+02          --- 1.112230E-03 -1.668940E-06 1.999500E+02 
3.250000E+02 5.440000E-02 1.408198E-03 7.040990E+02          --- 1.112830E-03 -4.291560E-06 1.999500E+02 
3.267031E+02 5.464000E-02 1.405022E-03 7.025109E+02          --- 1.110320E-03 -2.145780E-06 1.999500E+02 
3.284062E+02 5.490000E-02 1.409400E-03 7.047001E+02          --- 1.113780E-03 -5.126030E-06 1.999500E+02 
3.297266E+02 5.515000E-02 1.409704E-03 7.048519E+02          --- 1.114020E-03 -1.430520E-06 1.999500E+02 
3.312109E+02 5.542000E-02 1.406831E-03 7.034157E+02          --- 1.111750E-03 -2.384200E-06 1.999500E+02 
3.328047E+02 5.566000E-02 1.408641E-03 7.043204E+02          --- 1.113180E-03 -2.026570E-06 1.999500E+02 
3.345625E+02 5.592000E-02 1.410754E-03 7.053771E+02          --- 1.114850E-03 -1.311310E-06 1.999500E+02 
3.358203E+02 5.618000E-02 1.409096E-03 7.045482E+02          --- 1.113540E-03 -2.264990E-06 1.999500E+02 
3.373594E+02 5.644000E-02 1.410602E-03 7.053011E+02          --- 1.114730E-03 -2.145780E-06 1.999500E+02 
3.388906E+02 5.673000E-02 1.407894E-03 7.039471E+02          --- 1.112590E-03 -1.907360E-06 1.999500E+02 
3.407656E+02 5.695000E-02 1.407591E-03 7.037953E+02          --- 1.112350E-03 -2.741830E-06 1.999500E+02 
3.419766E+02 5.721000E-02 1.408793E-03 7.043964E+02          --- 1.113300E-03 -1.311310E-06 1.999500E+02 
3.436250E+02 5.746000E-02 1.404579E-03 7.022894E+02          --- 1.109970E-03 -1.907360E-06 1.999500E+02 
3.449922E+02 5.774000E-02 1.410450E-03 7.052252E+02          --- 1.114610E-03 -2.741830E-06 1.999500E+02 
