[Header]
; SQUID VSM Data File (default extension .dat)
; Copyright (c) 2007, Quantum Design, Inc. All rights reserved.
TITLE,
FILEOPENTIME,3540392668.062,03/08/2012,6:24 pm
BYAPP,SQUID AC,0.9.1.0
INFO,SQUID VSM Measurement Release 1.1.7 Build 37,APPNAME
INFO,0,MOMENT_UNITS
INFO,FeNi,SAMPLE_MATERIAL
INFO,Penrose lattice,SAMPLE_COMMENT
INFO,1,SAMPLE_MASS
INFO,,SAMPLE_VOLUME
INFO,,SAMPLE_MOLECULAR_WEIGHT
INFO,,SAMPLE_SIZE
INFO,,SAMPLE_SHAPE
INFO,Quartz,SAMPLE_HOLDER
INFO,65.55,SAMPLE_OFFSET
DATATYPE,COMMENT,1
DATATYPE,TIME,2
STARTUPAXIS,X,2
STARTUPAXIS,Y1,5
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Lockin Signal' (V),Lockin Signal" (V),Range,M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),AC Moment (emu),AC M. Std Err. (emu),AC Phase (deg),AC Phase Std. Err.(deg),AC Susceptibility (emu/Oe),AC Suscept. Std Err. (emu/Oe),AC X' (emu/Oe),AC X' Std Err. (emu/Oe),AC X'' (emu/Oe),AC X'' Std Err. (emu/Oe),AC Drive (Oe),AC Frequency (Hz),AC Averaging Time (sec),AC Cycles,AC Range,AC Measure Type,AC Signal' (V),AC Signal'' (V),AC Trim Coil Ratio,AC Trim Coil Phase,Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),Measure Count,Measurement Number,SQUID Status (code),Motor Status (code),Measure Status (code),Motor Current (amps),Motor Temp. (C),Temp. Status (code),Field Status (code),Chamber Status (code),Chamber Temp (K),Redirection State,Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3540393956.531,300.012939453125,2006.43103027344,4.44660730424219E-6,1.25428674568461E-8,1,1,13.9012460708618,7.98200588817171,32.5399996340275,0.00885098383971687,0.00145014864325824,1,4.47549173483106E-8,4.44660730424219E-6,4.47549173483106E-8,,,,,,,,,,,,,,,,,,,,,300.011596679687,300.014282226562,2006.43103027344,2006.43103027344,52.4632970250344,5.67556313645198,6.65648174285889,14,1,0,0,0,0.500640869140625,34.2131004333496,1,1,1,300.014282226562,0,,,,,,,,,,,,,,,,
,3540393981.194,300.001190185547,1851.11694335938,4.81295860220415E-6,1.27390038653994E-8,1,1,13.9012460708618,7.98202698129292,32.5399996340275,0.00958799323554931,0.00151900468661254,1,2.30495223239237E-8,4.81295860220415E-6,2.30495223239237E-8,,,,,,,,,,,,,,,,,,,,,299.996215820313,300.006164550781,1851.11694335938,1851.11694335938,52.5269997493517,5.67552917103831,6.66233777999878,14,1,0,0,0,0.50048828125,33.7243423461914,1,1,1,299.996215820313,0,,,,,,,,,,,,,,,,
,3540394002.101,299.956649780273,1708.03625488281,5.12565164821458E-6,1.07852837339101E-8,1,1,13.9012460708618,7.98198327431396,32.5399996340275,0.0102036054375483,0.0016650950966508,1,4.83269975248901E-8,5.12565164821458E-6,4.83269975248901E-8,,,,,,,,,,,,,,,,,,,,,299.95556640625,299.957733154297,1708.03625488281,1708.03625488281,52.3448803043709,5.67562570424014,6.65758323669434,14,1,0,0,0,0.50140380859375,34.2131004333496,1,1,1,299.95556640625,0,,,,,,,,,,,,,,,,
,3540394024.554,299.954452514648,1575.8173828125,5.4183689326573E-6,1.04107637161281E-8,1,1,13.9012460708618,7.98205201195642,32.5499983131886,0.0107894747493919,0.00173996532502401,1,4.09397525070942E-8,5.4183689326573E-6,4.09397525070942E-8,,,,,,,,,,,,,,,,,,,,,299.950592041016,299.958312988281,1575.8173828125,1575.8173828125,52.4886999519094,5.67564116111808,6.66546487808228,14,1,0,0,0,0.4962158203125,34.2131004333496,1,1,1,299.950592041016,0,,,,,,,,,,,,,,,,
,3540394046.187,299.970886230469,1454.10424804687,5.64362728083511E-6,9.56781244566118E-9,1,1,13.9012460708618,7.98200746196675,32.5399996340275,0.011237658040223,0.0018144624356328,1,4.37288072949429E-8,5.64362728083511E-6,4.37288072949429E-8,,,,,,,,,,,,,,,,,,,,,299.967559814453,299.974212646484,1454.10424804687,1454.10424804687,52.4414114264959,5.67553836611543,6.6580958366394,14,1,0,0,0,0.496444702148438,34.2131004333496,1,1,1,299.967559814453,0,,,,,,,,,,,,,,,,
,3540394066.602,299.986328125,1341.53759765625,5.8396854373453E-6,1.1424731484309E-8,1,1,13.9012460708618,7.98197105221244,32.5399996340275,0.0116281795203127,0.00187645950607849,1,4.47302751789971E-8,5.8396854373453E-6,4.47302751789972E-8,,,,,,,,,,,,,,,,,,,,,299.982513427734,299.990142822266,1341.53759765625,1341.53759765625,52.5352068488036,5.67553897252309,6.66808462142944,14,1,0,0,0,0.496978759765625,34.2131004333496,1,1,1,299.982513427734,0,,,,,,,,,,,,,,,,
,3540394083.320,299.934020996094,1237.82543945312,6.00265196413375E-6,1.32931941647765E-8,1,1,13.9012460708618,7.98193840600305,32.5399996340275,0.0119414858635593,0.00200158034618479,1,8.24755725279441E-8,6.00265196413375E-6,8.24755725279441E-8,,,,,,,,,,,,,,,,,,,,,299.933013916016,299.935028076172,1237.82543945312,1237.82543945312,52.4109279142459,5.67543069385463,6.67188835144043,14,1,0,0,0,0.497665405273438,34.2131004333496,1,1,1,299.933013916016,0,,,,,,,,,,,,,,,,
,3540394099.070,299.983001708984,1142.16748046875,6.15607233913397E-6,1.44765610034742E-8,1,1,13.9012460708618,7.9819272746905,32.5399996340275,0.0122444104075707,0.00206755754228658,1,9.20178946290576E-8,6.15607233913397E-6,9.20178946290576E-8,,,,,,,,,,,,,,,,,,,,,299.982238769531,299.983764648438,1142.16748046875,1142.16748046875,52.5180110213805,5.67583806853073,6.67274713516235,14,1,0,0,0,0.500946044921875,34.2131004333496,1,1,1,299.983764648438,0,,,,,,,,,,,,,,,,
,3540394114.031,300.039154052734,1053.80126953125,6.28419516256464E-6,1.23937261752188E-8,1,1,13.9012460708618,7.98196518137887,32.5399996340275,0.0124977565486941,0.00212051909343149,1,9.8911462757186E-8,6.28419516256464E-6,9.8911462757186E-8,,,,,,,,,,,,,,,,,,,,,300.038482666016,300.039825439453,1053.80126953125,1053.80126953125,52.4883091376498,5.67553026188737,6.65979194641113,14,1,0,0,0,0.500411987304687,34.2131004333496,1,1,1,300.039825439453,0,,,,,,,,,,,,,,,,
,3540394128.351,300.060043334961,972.320373535156,6.40366507570146E-6,1.29947457369857E-8,1,1,13.9012460708618,7.98192835330054,32.5399996340275,0.0127381038265865,0.00214269377343254,1,9.16960632641707E-8,6.40366507570146E-6,9.16960632641707E-8,,,,,,,,,,,,,,,,,,,,,300.058959960937,300.061126708984,972.320373535156,972.320373535156,52.4289053701882,5.67577753441431,6.67079019546509,14,1,0,0,0,0.500564575195313,34.2131004333496,1,1,1,300.061126708984,0,,,,,,,,,,,,,,,,
,3540394142.210,300.146331787109,897.140563964844,6.46341794297328E-6,1.62970897535459E-8,1,1,13.9012460708618,7.98193456591168,32.5399996340275,0.0128581059516935,0.00215528463054889,1,8.88379139622147E-8,6.46341794297328E-6,8.88379139622147E-8,,,,,,,,,,,,,,,,,,,,,300.144805908203,300.147857666016,897.140563964844,897.140563964844,52.5015968224767,5.67567249141815,6.66362190246582,14,1,0,0,0,0.500259399414063,34.2131004333496,1,1,1,300.147857666016,0,,,,,,,,,,,,,,,,
,3540394155.530,300.116851806641,827.867797851562,6.53894006388068E-6,1.2786740653324E-8,1,1,13.9012460708618,7.98199282022901,32.5399996340275,0.0130081322612133,0.00218222997761898,1,9.07551311073653E-8,6.53894006388068E-6,9.07551311073653E-8,,,,,,,,,,,,,,,,,,,,,300.114776611328,300.118927001953,827.867797851562,827.867797851562,52.5379425486209,5.67544992096825,6.66515064239502,14,1,0,0,0,0.496444702148438,34.2131004333496,1,1,1,300.114776611328,0,,,,,,,,,,,,,,,,
,3540394168.352,300.087539672852,763.740112304687,6.62094168071023E-6,1.43506090571567E-8,1,1,13.9012460708618,7.98194149267305,32.5399996340275,0.0131723048300074,0.0022024726304543,1,8.83240288456142E-8,6.62094168071022E-6,8.83240288456142E-8,,,,,,,,,,,,,,,,,,,,,300.087310791016,300.087768554687,763.740112304687,763.740112304687,52.4609521394767,5.67624197729725,6.66650676727295,14,1,0,0,0,0.497207641601562,34.2131004333496,1,1,1,300.087310791016,0,,,,,,,,,,,,,,,,
,3540394180.601,300.033172607422,704.681091308594,6.630984400542E-6,1.18867793166705E-8,1,1,13.9012460708618,7.9819444362116,32.5499983131886,0.0131877885557926,0.00223511873480739,1,1.03157678869634E-7,6.630984400542E-6,1.03157678869634E-7,,,,,,,,,,,,,,,,,,,,,300.031616210937,300.034729003906,704.681091308594,704.681091308594,52.4855734378325,5.67579701781578,6.66731452941895,14,1,0,0,0,0.49774169921875,34.2131004333496,1,1,1,300.031616210937,0,,,,,,,,,,,,,,,,
,3540394192.390,300.005996704102,650.14453125,6.67200206657276E-6,1.50954487014404E-8,1,1,13.9012460708618,7.98196750382897,32.5399996340275,0.0132688813571986,0.00225224151660248,1,1.05447674438625E-7,6.67200206657276E-6,1.05447674438625E-7,,,,,,,,,,,,,,,,,,,,,300.003021240234,300.008972167969,650.14453125,650.14453125,52.4167901281402,5.67562878553965,6.65736198425293,14,1,0,0,0,0.501022338867188,34.2131004333496,1,1,1,300.003021240234,0,,,,,,,,,,,,,,,,
,3540394203.820,299.981811523438,599.825622558594,6.69320189060305E-6,1.80441594321759E-8,1,1,13.9012460708618,7.98195846175409,32.5399996340275,0.0133083686191022,0.00227675593403436,1,1.14490463650597E-7,6.69320189060305E-6,1.14490463650597E-7,,,,,,,,,,,,,,,,,,,,,299.981353759766,299.982269287109,599.825622558594,599.825622558594,52.4914356517267,5.67552946605843,6.67405223846436,14,1,0,0,0,0.49652099609375,34.2131004333496,1,1,1,299.982177734375,0,,,,,,,,,,,,,,,,
,3540394217.632,299.938751220703,553.457458496094,6.72341295824742E-6,1.01964714118122E-8,1,1,13.9012460708618,7.98195579163158,32.5399996340275,0.0133855151094968,0.00217578348249189,1,5.92037009231252E-8,6.72341295824742E-6,5.92037009231252E-8,,,,,,,,,,,,,,,,,,,,,299.934356689453,299.943145751953,553.457458496094,553.457458496094,52.4328135127844,5.67561349315187,6.6589412689209,14,1,0,0,0,0.4974365234375,34.2131004333496,1,1,1,299.934356689453,0,,,,,,,,,,,,,,,,
,3540394231.328,299.908889770508,510.7734375,6.73080062701183E-6,1.12386687201805E-8,1,1,13.9012460708618,7.98197178331739,32.5399996340275,0.0134001623677762,0.00217867206345923,1,5.95172231048943E-8,6.73080062701183E-6,5.95172231048943E-8,,,,,,,,,,,,,,,,,,,,,299.905303955078,299.912475585937,510.7734375,510.7734375,52.5199650926786,5.67579943596085,6.66946458816528,14,1,0,0,0,0.499954223632812,34.2131004333496,1,1,1,299.905303955078,0,,,,,,,,,,,,,,,,
,3540394241.882,299.912017822266,471.163604736328,6.69060661154437E-6,1.05444208967712E-8,1,1,13.9012460708618,7.98195531724213,32.5499983131886,0.0133014857053376,0.00228707372507054,1,1.20064673155783E-7,6.69060661154437E-6,1.20064673155783E-7,,,,,,,,,,,,,,,,,,,,,299.909271240234,299.914764404297,471.163604736328,471.163604736328,52.4464920118709,5.67575227860014,6.65696859359741,14,1,0,0,0,0.497970581054687,34.2131004333496,1,1,1,299.914764404297,0,,,,,,,,,,,,,,,,
,3540394251.867,299.99772644043,434.831298828125,6.68023612535379E-6,1.33073223431877E-8,1,1,13.9012460708618,7.98197114077955,32.5399996340275,0.0132819368584895,0.00227666907784815,1,1.16436393116511E-7,6.68023612535379E-6,1.16436393116511E-7,,,,,,,,,,,,,,,,,,,,,299.993621826172,300.001831054687,434.831298828125,434.831298828125,52.4257788561113,5.67575302883344,6.65628623962402,14,1,0,0,0,0.498275756835937,34.2131004333496,1,1,1,300.001831054687,0,,,,,,,,,,,,,,,,
,3540394261.562,300.064376831055,401.204895019531,6.65866533976779E-6,1.38957106383562E-8,1,1,13.9012460708618,7.98197124688635,32.5399996340275,0.0132370873091325,0.0022820954028481,1,1.22469882543165E-7,6.65866533976778E-6,1.22469882543165E-7,,,,,,,,,,,,,,,,,,,,,300.059600830078,300.069152832031,401.204895019531,401.204895019531,52.4468828261306,5.67576069239628,6.6567440032959,14,1,0,0,0,0.500640869140625,34.2131004333496,1,1,1,300.069152832031,0,,,,,,,,,,,,,,,,
,3540394271.093,300.098510742188,370.170043945313,6.65355051777553E-6,1.23367335829992E-8,1,1,13.9012460708618,7.98197411193285,32.5399996340275,0.0132291176341243,0.00226604126030434,1,1.1520196026919E-7,6.65355051777553E-6,1.1520196026919E-7,,,,,,,,,,,,,,,,,,,,,300.09814453125,300.098876953125,370.170043945313,370.170043945313,52.4988611226594,5.67603683182536,6.65825605392456,14,1,0,0,0,0.500411987304687,34.2131004333496,1,1,1,300.098876953125,0,,,,,,,,,,,,,,,,
,3540394280.281,300.140426635742,341.637756347656,6.62644888264684E-6,1.67638782382549E-8,1,1,13.9012460708618,7.98195186967969,32.5399996340275,0.0131668332025489,0.00231137832203141,1,1.42106056821267E-7,6.62644888264684E-6,1.42106056821267E-7,,,,,,,,,,,,,,,,,,,,,300.137298583984,300.1435546875,341.637756347656,341.637756347656,52.4816652952363,5.67619544722588,6.66264486312866,14,1,0,0,0,0.50018310546875,34.2131004333496,1,1,1,300.1435546875,0,,,,,,,,,,,,,,,,
,3540394289.328,300.139633178711,315.150756835937,6.60795848137513E-6,1.39722026775526E-8,1,1,13.9012460708618,7.98198642789024,32.5399996340275,0.0131418926762239,0.00222828326358894,1,1.03260559903827E-7,6.60795848137513E-6,1.03260559903827E-7,,,,,,,,,,,,,,,,,,,,,300.138275146484,300.140991210937,315.150756835937,315.150756835937,52.4601705109575,5.6757150355698,6.66110372543335,14,1,0,0,0,0.501251220703125,33.7243423461914,1,1,1,300.138275146484,0,,,,,,,,,,,,,,,,
,3540394298.117,300.161087036133,290.874206542969,6.57080998392789E-6,1.62336233420504E-8,1,1,13.9012460708618,7.98195014782145,32.5399996340275,0.0130661942903802,0.00222736852348127,1,1.08507739285422E-7,6.57080998392789E-6,1.08507739285422E-7,,,,,,,,,,,,,,,,,,,,,300.159454345703,300.162719726562,290.874206542969,290.874206542969,52.4351583983421,5.67572500938711,6.66457748413086,14,1,0,0,0,0.500946044921875,34.2131004333496,1,1,1,300.162719726562,0,,,,,,,,,,,,,,,,
,3540394309.476,300.121734619141,268.299896240234,6.57067945604854E-6,1.08583503939846E-8,1,1,13.9012460708618,7.9819285185256,32.5499983131886,0.0130771356454164,0.00215422956489001,1,7.18421175284097E-8,6.57067945604854E-6,7.18421175284098E-8,,,,,,,,,,,,,,,,,,,,,300.114959716797,300.128509521484,268.299896240234,268.299896240234,52.5387241771402,5.675927902985,6.6679539680481,14,1,0,0,0,0.497055053710937,34.2131004333496,1,1,1,300.114959716797,0,,,,,,,,,,,,,,,,
,3540394318.109,300.088912963867,247.656555175781,6.51825337571842E-6,1.44944758017042E-8,1,1,13.9012460708618,7.98191723349373,32.5499983131886,0.0129618005537451,0.00220859203652859,1,1.07160459018866E-7,6.51825337571842E-6,1.07160459018866E-7,,,,,,,,,,,,,,,,,,,,,300.087951660156,300.089874267578,247.656555175781,247.656555175781,52.4851826235729,5.67577041878317,6.66861629486084,14,1,0,0,0,0.500640869140625,34.2131004333496,1,1,1,300.089874267578,0,,,,,,,,,,,,,,,,
,3540394326.398,300.136489868164,228.512252807617,6.46606781155499E-6,1.63522314698377E-8,1,1,13.9012460708618,7.9819011155725,32.5399996340275,0.012859032082481,0.00218426739093772,1,1.02971821333459E-7,6.46606781155499E-6,1.02971821333459E-7,,,,,,,,,,,,,,,,,,,,,300.133453369141,300.139526367188,228.512252807617,228.512252807617,52.4644694678132,5.67602527648818,6.67251634597778,14,1,0,0,0,0.500946044921875,34.2131004333496,1,1,1,300.139526367188,0,,,,,,,,,,,,,,,,
,3540394334.531,300.130599975586,210.778030395508,6.45095779480647E-6,1.14725736132816E-8,1,1,13.9012460708618,7.98182443003813,32.5399996340275,0.0128317694085354,0.00216054193158963,1,9.33964912037125E-8,6.45095779480647E-6,9.33964912037125E-8,,,,,,,,,,,,,,,,,,,,,300.129058837891,300.132141113281,210.778030395508,210.778030395508,52.5332527775056,5.67637021594017,6.66947937011719,14,1,0,0,0,0.49774169921875,34.2131004333496,1,1,1,300.129058837891,0,,,,,,,,,,,,,,,,
,3540394342.500,300.067245483398,194.542831420898,6.40847814739511E-6,1.10547134449076E-8,1,1,13.9012460708618,7.98190094740949,32.5399996340275,0.0127435410263155,0.0021710838485365,1,1.0520009220713E-7,6.40847814739512E-6,1.0520009220713E-7,,,,,,,,,,,,,,,,,,,,,300.061584472656,300.072906494141,194.542831420898,194.542831420898,52.4347675840825,5.67590930649665,6.67144823074341,14,1,0,0,0,0.500869750976562,33.7243423461914,1,1,1,300.061584472656,0,,,,,,,,,,,,,,,,
,3540394350.421,300.00715637207,179.412857055664,6.36975957188381E-6,1.39067838230307E-8,1,1,13.9012460708618,7.9818923035279,32.5399996340275,0.012666319499344,0.00215939897707995,1,1.05283640690639E-7,6.36975957188381E-6,1.05283640690639E-7,,,,,,,,,,,,,,,,,,,,,300.004089355469,300.010223388672,179.412857055664,179.412857055664,52.4523542257652,5.67608100921322,6.673424243927,14,1,0,0,0,0.49774169921875,34.2131004333496,1,1,1,300.004089355469,0,,,,,,,,,,,,,,,,
,3540394360.866,299.930877685547,165.400802612305,6.36420689993266E-6,1.32637559522886E-8,1,1,13.9012460708618,7.9819498298297,32.5399996340275,0.0126662855428367,0.00208616461707668,1,6.93964516852367E-8,6.36420689993266E-6,6.93964516852367E-8,,,,,,,,,,,,,,,,,,,,,299.923614501953,299.938140869141,165.400802612305,165.400802612305,52.5606097756786,5.67597891271575,6.66319036483765,14,1,0,0,0,0.499343872070313,34.2131004333496,1,1,1,299.923614501953,0,,,,,,,,,,,,,,,,
,3540394371.226,299.851455688477,152.722610473633,6.31861365921787E-6,1.29669927433534E-8,1,1,13.9012460708618,7.98190431916536,32.5399996340275,0.0125826455148154,0.00202468952342862,1,4.55627303553903E-8,6.31861365921787E-6,4.55627303553903E-8,,,,,,,,,,,,,,,,,,,,,299.843170166016,299.859741210937,152.722610473633,152.722610473633,52.4445379405729,5.67601439164019,6.65529298782349,14,1,0,0,0,0.50079345703125,34.2131004333496,1,1,1,299.840911865234,0,,,,,,,,,,,,,,,,
,3540394378.828,299.791198730469,140.844741821289,6.25075663273662E-6,1.10957654571708E-8,1,1,13.9012460708618,7.981925200136,32.5399996340275,0.0124321760952459,0.00210300042022871,1,9.52604836105018E-8,6.25075663273662E-6,9.52604836105017E-8,,,,,,,,,,,,,,,,,,,,,299.789245605469,299.793151855469,140.844741821289,140.844741821289,52.4761938956017,5.67603432112736,6.66730117797852,14,1,0,0,0,0.50079345703125,34.2131004333496,1,1,1,299.789245605469,0,,,,,,,,,,,,,,,,
,3540394386.030,299.795059204102,129.919647216797,6.22157589137432E-6,1.38541490168278E-8,1,1,13.9012460708618,7.9819196447402,32.5399996340275,0.0123725320499859,0.00210361266540498,1,1.00047906351988E-7,6.22157589137432E-6,1.00047906351988E-7,,,,,,,,,,,,,,,,,,,,,299.792785644531,299.797332763672,129.919647216797,129.919647216797,52.5184018356402,5.67608300064509,6.67248582839966,14,1,0,0,0,0.493011474609375,34.2131004333496,1,1,1,299.797332763672,0,,,,,,,,,,,,,,,,
,3540394396.132,299.799987792969,119.845703125,6.2198849385487E-6,1.04179254333545E-8,1,1,13.9012460708618,7.98189587520175,32.5399996340275,0.0123840710546798,0.00200583479023006,1,5.12626157100927E-8,6.2198849385487E-6,5.12626157100927E-8,,,,,,,,,,,,,,,,,,,,,299.796508789063,299.803466796875,119.845703125,119.845703125,52.4519634115056,5.67585445020298,6.66576433181763,14,1,0,0,0,0.500564575195313,34.2131004333496,1,1,1,299.796508789063,0,,,,,,,,,,,,,,,,
,3540394403.437,299.782592773438,110.622894287109,6.18557960161182E-6,1.15640091838462E-8,1,1,13.9012460708618,7.98191489974823,32.5399996340275,0.0123034977296758,0.00207480599513069,1,9.11247068280652E-8,6.18557960161182E-6,9.11247068280652E-8,,,,,,,,,,,,,,,,,,,,,299.782287597656,299.782897949219,110.622894287109,110.622894287109,52.5641271040152,5.67608638597604,6.67351245880127,14,1,0,0,0,0.50048828125,34.2131004333496,1,1,1,299.782897949219,0,,,,,,,,,,,,,,,,
,3540394413.390,299.786041259766,102.111488342285,6.17696611318983E-6,1.34811561164378E-8,1,1,13.9012460708618,7.9819374958506,32.5499983131886,0.0123043433373394,0.00195494365481477,1,3.23210188661965E-8,6.17696611318983E-6,3.23210188661965E-8,,,,,,,,,,,,,,,,,,,,,299.783111572266,299.788970947266,102.111488342285,102.111488342285,52.4851826235729,5.67602253908147,6.66555643081665,14,1,0,0,0,0.497207641601562,34.2131004333496,1,1,1,299.783111572266,0,,,,,,,,,,,,,,,,
,3540394423.422,299.747650146484,94.1463394165039,6.14679641787965E-6,1.24369930901395E-8,1,1,13.9012460708618,7.9818907057743,32.5399996340275,0.0122419541774412,0.00196005094718956,1,3.95179092953831E-8,6.14679641787965E-6,3.95179092953831E-8,,,,,,,,,,,,,,,,,,,,,299.742492675781,299.752807617188,94.1463394165039,94.1463394165039,52.4867458806113,5.67582718085304,6.65718221664429,14,1,0,0,0,0.497055053710937,34.2131004333496,1,1,1,299.742492675781,0,,,,,,,,,,,,,,,,
,3540394433.515,299.692138671875,86.8798751831055,6.10507301366232E-6,9.50820500909738E-9,1,1,13.9012460708618,7.98190294572152,32.5399996340275,0.0121571221026329,0.00195812391407628,1,4.49558946516488E-8,6.10507301366232E-6,4.49558946516488E-8,,,,,,,,,,,,,,,,,,,,,299.687652587891,299.696624755859,86.8798751831055,86.8798751831055,52.4011575577555,5.67598441419947,6.67121601104736,14,1,0,0,0,0.500564575195313,33.7243423461914,1,1,1,299.687652587891,0,,,,,,,,,,,,,,,,
,3540394458.710,299.54377746582,80.0834579467773,6.09794652880039E-6,1.0812465551353E-8,1,1,13.9012460708618,7.98189812091838,32.5399996340275,0.0121551083017214,0.00187649093200849,1,5.10212340264693E-9,6.09794652880039E-6,5.10212340264693E-9,,,,,,,,,,,,,,,,,,,,,299.542114257812,299.545440673828,80.0834579467773,80.0834579467773,52.3988126721978,5.67580899183535,6.67347145080566,14,1,0,0,0,0.500640869140625,34.2131004333496,1,1,1,299.546051025391,0,,,,,,,,,,,,,,,,
,3540394468.882,299.582489013672,73.8713989257812,6.07546763800275E-6,1.22442730503862E-8,1,1,13.9012460708618,7.98192013639935,32.5399996340275,0.0120974110267879,0.00195366155121112,1,4.72613938887565E-8,6.07546763800275E-6,4.72613938887565E-8,,,,,,,,,,,,,,,,,,,,,299.582305908203,299.582672119141,73.8713989257812,73.8713989257812,52.4390665409382,5.6756685967151,6.66407203674316,14,1,0,0,0,0.497665405273438,34.2131004333496,1,1,1,299.582305908203,0,,,,,,,,,,,,,,,,
,3540394479.000,299.583938598633,68.2055969238281,6.04432716362214E-6,1.04950461736754E-8,1,1,13.9012460708618,7.98194745433466,32.5499983131886,0.0120405657833827,0.00191018527941155,1,3.02320377670569E-8,6.04432716362214E-6,3.02320377670569E-8,,,,,,,,,,,,,,,,,,,,,299.580932617188,299.586944580078,68.2055969238281,68.2055969238281,52.5738974605056,5.67594578069579,6.65924644470215,14,1,0,0,0,0.49530029296875,34.2131004333496,1,1,1,299.580932617188,0,,,,,,,,,,,,,,,,
,3540394489.429,299.565872192383,63.1622695922852,6.02126776361085E-6,1.09516151465903E-8,1,1,13.9012460708618,7.98200400795103,32.5399996340275,0.0119933131241891,0.0019118023648702,1,3.45794367006596E-8,6.02126776361085E-6,3.45794367006597E-8,,,,,,,,,,,,,,,,,,,,,299.563873291016,299.56787109375,63.1622695922852,63.1622695922852,52.4918264659863,5.67570421380155,6.65686893463135,14,1,0,0,0,0.497360229492188,33.7243423461914,1,1,1,299.56787109375,0,,,,,,,,,,,,,,,,
,3540394499.672,299.608047485352,57.9919052124023,6.00738214655401E-6,9.16584816355111E-9,1,1,13.9012460708618,7.98193510520513,32.5399996340275,0.0119676782141279,0.0018938238339581,1,2.7697671363698E-8,6.00738214655401E-6,2.7697671363698E-8,,,,,,,,,,,,,,,,,,,,,299.607940673828,299.608154296875,57.9919052124023,57.9919052124023,52.4402389837171,5.67560761257289,6.66279363632202,14,1,0,0,0,0.500564575195313,33.7243423461914,1,1,1,299.607940673828,0,,,,,,,,,,,,,,,,
,3540394506.968,299.604873657227,53.5456504821777,5.96908191222822E-6,1.61153873859446E-8,1,1,13.9012460708618,7.9819605661008,32.5399996340275,0.0118870540290627,0.00191005900751401,1,4.17196208498549E-8,5.96908191222822E-6,4.17196208498549E-8,,,,,,,,,,,,,,,,,,,,,299.604309082031,299.605438232422,53.5456504821777,53.5456504821777,52.3198681917555,5.67561223689021,6.65986013412476,14,1,0,0,0,0.501022338867188,34.2131004333496,1,1,1,299.605438232422,0,,,,,,,,,,,,,,,,
,3540394517.125,299.643798828125,49.5694236755371,5.95991879257179E-6,1.06657149708583E-8,1,1,13.9012460708618,7.98197480716011,32.5399996340275,0.0118790079549147,0.00184075662202143,1,8.36258408331085E-9,5.95991879257179E-6,8.36258408331085E-9,,,,,,,,,,,,,,,,,,,,,299.643432617188,299.644165039063,49.5694236755371,49.5694236755371,52.4058473288709,5.67581017747668,6.669349193573,14,1,0,0,0,0.497360229492188,34.2131004333496,1,1,1,299.643432617188,0,,,,,,,,,,,,,,,,
,3540394527.218,299.636856079102,45.5042724609375,5.96412051212017E-6,1.10949104139142E-8,1,1,13.9012460708618,7.98193380554438,32.5399996340275,0.0118863616043636,0.00184847228199347,1,1.15905031171376E-8,5.96412051212017E-6,1.15905031171376E-8,,,,,,,,,,,,,,,,,,,,,299.633026123047,299.640686035156,45.5042724609375,45.5042724609375,52.4328135127844,5.67568679261146,6.67375183105469,14,1,0,0,0,0.500564575195313,34.2131004333496,1,1,1,299.633026123047,0,,,,,,,,,,,,,,,,
,3540394537.422,299.602874755859,42.0488967895508,5.92910127650637E-6,9.86742764256231E-9,1,1,13.9012460708618,7.98196322464305,32.5399996340275,0.011812644448874,0.00186334823545741,1,2.4426723889885E-8,5.92910127650637E-6,2.4426723889885E-8,,,,,,,,,,,,,,,,,,,,,299.602142333984,299.603607177734,42.0488967895508,42.0488967895508,52.5133212502652,5.67580425195459,6.6653938293457,14,1,0,0,0,0.500946044921875,34.2131004333496,1,1,1,299.603790283203,0,,,,,,,,,,,,,,,,
,3540394547.562,299.616317749023,38.7586669921875,5.93053524235044E-6,9.67241854288958E-9,1,1,13.9012460708618,7.98198394041638,32.5399996340275,0.0118199066971431,0.00183522065842405,1,1.00961142460532E-8,5.93053524235044E-6,1.00961142460532E-8,,,,,,,,,,,,,,,,,,,,,299.615203857422,299.617431640625,38.7586669921875,38.7586669921875,52.5359884773229,5.67567381431876,6.65761613845825,14,1,0,0,0,0.500640869140625,34.2131004333496,1,1,1,299.615203857422,0,,,,,,,,,,,,,,,,
