TDI Format 1.5	Offset	YIG-Nb-Co::R	YIG-Nb-Co::Theta	Nb::R	Nb::Theta	YIG-Co-Nb::R	YIG-Co-Nb::Theta	iterator	y	temperature: setpoint	temperature: T1	temperature: T2	temperature: T3	temperature: T4	temperature: heater	temperature: gas	temperature: dT/dt	temperature: current temperature	temperature: error
Nb:Option:560 dynamic reserve{Enum U16 ((low noise,high DR,calibration gains))}=calibration gains	0E+0	7.39513485E-1	-1.3728E+1	7.132982082E-1	6.57E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.908E+0	8.923E+0	8.841E+0	NaN	NaN	7.7E+0	8.905E+0	-7.349333167E-2	8.923E+0	-1.5E-2
Nb:Option:570 Enabled{Boolean}=False	0E+0	7.39513485E-1	-1.3728E+1	7.132982082E-1	6.57E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.908E+0	8.923E+0	8.841E+0	NaN	NaN	7.7E+0	8.905E+0	-7.349333167E-2	8.923E+0	-1.5E-2
Nb:Option:570 Filter High Pass{U16}=0	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.908E+0	8.923E+0	8.841E+0	NaN	NaN	7.7E+0	8.905E+0	-7.349333167E-2	8.923E+0	-1.5E-2
Nb:Option:570 Filter Lowpass{U16}=0	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:570 Filter Mode{U16}=0	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:570 Gain Mode{U16}=0	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:570 Input Offset{U16}=0	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.056E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:570 Input Offset On{Boolean}=False	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.056E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:570 Sensitivity{U16}=0	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.056E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:SR570 Comport{Visa Refnum (Void)}=COM1	0E+0	7.39513485E-1	-1.3722E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.05E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:SR830 Divide by 6221 Ampl{Boolean}=True	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.05E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Nb:Option:SR830 Settle Time{Double Float}=0.000000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.05E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Notes{String}=R(B) 10-5K check for Nb, YIG-Nb-Co & YIG-Co-Nb	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.056E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Offset{Double Float}=0.000000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Option: 2182 Autozero{Boolean}=True	0E+0	7.394300464E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Option: 2182 Front Autozero{Boolean}=True	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.062E+0	0E+0	9E+0	8.902E+0	8.915E+0	8.835E+0	NaN	NaN	7.7E+0	8.9E+0	-8.343050629E-2	8.915E+0	-1.3E-2
Option: 2182 Hold{Boolean}=False	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Hold Count{I32}=10	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Hold Window{Double Float}=1.000000	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Line Sync{Boolean}=False	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Reference Reading{Double Float}=NaN	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Relative Mode{Boolean}=True	0E+0	7.394300464E-1	-1.3728E+1	7.132147696E-1	6.558E+0	2.616917344E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Trigger Delay{Cluster (Boolean,Double Float)}={'Auto':True,'Time(s)':0.000000}	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Trigger Source{Enum U16 ((Immediate,Timer,Manual,Bus,Trigger link))}=Bus	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.558E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 2182 Trigger Timer{Double Float}=0.000000	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 560 Coupling{Enum U16 ((ground,DC,AC))}=ground	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 560 Enabled{Boolean}=False	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 560 Gain{Enum U16 ((1,2,5,10,20,50,100,200,500,1000,2000,5000,10000,20000,50000))}=1	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.897E+0	8.912E+0	8.831E+0	NaN	NaN	7.7E+0	8.895E+0	-9.085574746E-2	8.911E+0	-1.4E-2
Option: 560 Input Source{Enum U16 ((A,A-B,B))}=A	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.056E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Adjust Mode{Enum U16 ((Offset,Frequency,Amplitude))}=Offset	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.056E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Amplitude{Double Float}=0.001000	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.056E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Compliance{Double Float}=5.000000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.056E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Duty Cycle{Double Float}=50.000000	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 External Trigger{Boolean}=False	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 External Trigger Ignore Multiple{Boolean}=False	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Frequency{Double Float}=313.700000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Function{U16}=1	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.57E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Function.__text__{String}=Sine	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Idle Level{Double Float}=0.000000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Input trigger Line{U8}=5	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.891E+0	8.906E+0	8.826E+0	NaN	NaN	7.8E+0	8.889E+0	-1.009398028E-1	8.903E+0	-1.2E-2
Option: 6221 Offset{Double Float}=0.000000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Output Trigger Line{U8}=6	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Pass Through{Boolean}=True	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Phase Marker{Boolean}=True	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Phase Marker Phase{Double Float}=0.000000	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Range Level{Double Float}=0.002000	0E+0	7.396817764E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Ranging{U16}=2	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Ranging.__text__{String}=Fixed	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 Update Clock{Double Float}=0.000000	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: 6221 VISA{Visa Refnum (Void)}=GPIB0::13::INSTR	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: Confirm Config{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: Control Panel Ref{LVObjVI Refnum (Void)}=	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: DAQ Global Channel{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.886E+0	8.899E+0	8.818E+0	NaN	NaN	7.7E+0	8.884E+0	-1.170522645E-1	8.901E+0	-1.5E-2
Option: DAQ Input Rate{Double Float}=100000.000000	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: DAQ Input Samples{I32}=20000	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: DAQ Measurement Channels{1D Array (Cluster (UserDefinedRefnumTag Refnum (Void),Variable Tag [0],Variable Tag [0],Boolean,Double Float,String))}=[{'Global Channel':,'HW Channel':Dev1/ai0,'Scale':,'Resistance':True,'Max Signal':5.000000,'Name':Rxx}]	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: Differential{I32}=10106	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: Differential.__text__{String}=Differential	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: Lockin Standoff Time{Double Float}=0.000000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: Paranoid Save Data{Boolean}=True	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.086E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: Plot Autoback Path{Path}=C:\\TEMP\\XY Multiparam\\Backup.txt	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: SR830  Ref Phase{Double Float}=0.000000	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: SR830  Synch Filter{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.57E+0	2.61649308E-1	7.086E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: SR830  Time Constant{I16}=9	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.086E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: SR830  Time Constant.__text__{String}=300 ms	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: SR830 2x Line Filter{Boolean}=True	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.881E+0	8.897E+0	8.817E+0	NaN	NaN	7.7E+0	8.879E+0	-1.219848096E-1	8.895E+0	-1.4E-2
Option: SR830 Adjust Gains{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Auto Offset 1{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Auto Offset 2{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Autophase{Boolean}=True	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 DC Coupling?{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Display 1{U16}=0	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.08E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Display 1.__text__{String}=X	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Display 2{U16}=0	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.616917344E-1	7.08E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Display 2.__text__{String}=Y	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.558E+0	2.616917344E-1	7.08E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Dynamic Reserve{I16}=1	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.558E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Dynamic Reserve.__text__{String}=Normal	0E+0	7.39513485E-1	-1.374E+1	7.131299167E-1	6.564E+0	2.616917344E-1	7.074E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Expand 1{Enum U16 ((None,10x,100x))}=None	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.558E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.876E+0	8.894E+0	8.813E+0	NaN	NaN	7.7E+0	8.874E+0	-1.330755204E-1	8.893E+0	-1.7E-2
Option: SR830 Expand 2{Enum U16 ((None,10x,100x))}=None	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Filter Slope{I32}=2	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Filter Slope.__text__{String}=18 db/oct	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Gain{I32}=-1	0E+0	7.395983378E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Gain.__text__{String}=Auto Gain	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Ground Shield?{Boolean}=True	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Harmonic{I32}=1	0E+0	7.395983378E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
Option: SR830 Input{Enum U16 ((A,A-B,I 1MOhm,I 10MOhm))}=A-B	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.074E+0	0E+0	9E+0	8.87E+0	8.887E+0	8.808E+0	NaN	NaN	7.7E+0	8.868E+0	-1.482380331E-1	8.885E+0	-1.5E-2
