 &SRS
 SRSRUN=435,SRSDAT=201229,SRSTIM=5928,
 SRSSTN='null',SRSPRJ='null    ',SRSEXP='null    ',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
<MetaDataAtStart>
cmd='scan th -0.2 8.2 0.005 mac116 1'
date='Fri Mar  9 17:09:17 2012'
idd_gap=   16
idd_rowphase1=15.172
idd_rowphase2=    0
idd_rowphase3=15.172
idd_rowphase4=    0
idd_jawphase=6.969
idd_sepphase=    0
idu_gap=   50
idu_rowphase1=-0.004
idu_rowphase2=-0.004
idu_rowphase3=-0.064
idu_rowphase4=-0.064
idu_jawphase=    0
idu_sepphase=    0
pgm_energy=  712
s4xgap=6.7643
s4ygap=-0.9997
th=    4
tth=    8
thp=-3.9949e-05
ttp=    0
eta=0.00011813
sx=4.7099
sy=    5
sz= 0.22
</MetaDataAtStart>
 &END
th	th_enc	tth_enc	mac116	mac119	mac117
-0.20000	-4.5775	47.354	3567		106705		693938
-0.19500	-4.5728	47.354	3565		106662		693817
-0.19000	-4.5681	47.354	3557		106810		693782
-0.18500	-4.5631	47.354	3556		106734		692975
-0.18000	-4.5583	47.354	3559		106692		693451
-0.17500	-4.5533	47.354	3562		106673		693495
-0.17000	-4.5483	47.354	3561		106823		693180
-0.16500	-4.5433	47.354	3558		106809		692958
-0.16000	-4.5386	47.354	3556		106723		693409
-0.15500	-4.5336	47.354	3555		106626		693456
-0.15000	-4.5286	47.354	3551		106771		693543
-0.14500	-4.5239	47.354	3554		106787		693164
-0.14000	-4.5189	47.354	3558		106703		693374
-0.13500	-4.5139	47.354	3545		106661		693529
-0.13000	-4.5089	47.354	3552		106669		693398
-0.12500	-4.5042	47.354	3552		106744		693639
-0.12000	-4.4992	47.354	3548		106712		693698
-0.11500	-4.4942	47.354	3547		106661		692793
-0.11000	-4.4892	47.354	3552		106621		693257
-0.10500	-4.4842	47.354	3549		106773		693228
-0.10000	-4.4839	47.354	3549		106723		693932
-0.095005	-4.4839	47.354	3550		106643		693067
-0.090004	-4.4794	47.354	3549		106639		694184
-0.084994	-4.4744	47.354	3545		106728		693832
-0.080004	-4.4694	47.354	3550		106787		694156
-0.075004	-4.4644	47.354	3552		106661		693306
-0.070004	-4.4594	47.354	3549		106224		694091
-0.065003	-4.4544	47.354	3547		106391		693316
-0.060003	-4.4494	47.354	3542		106764		694009
-0.055003	-4.4444	47.354	3543		107217		693633
-0.049993	-4.4394	47.354	3549		107627		693617
-0.045003	-4.4344	47.354	3539		107549		693684
-0.040002	-4.4294	47.354	3539		107540		692979
-0.035002	-4.4247	47.354	3537		107631		692836
-0.030002	-4.4197	47.354	3538		107657		693097
-0.025002	-4.4144	47.354	3538		107569		693570
-0.020002	-4.4097	47.354	3533		107501		693289
-0.015001	-4.4044	47.354	3541		107600		692877
-0.010001	-4.3994	47.354	3533		107707		692902
-0.0050011	-4.3944	47.354	3535		107669		692755
-8.9400e-07	-4.3894	47.354	3536		107610		692664
0.0049993	-4.3844	47.354	3532		107551		693014
0.0099995	-4.3797	47.354	3535		107690		692069
0.015000	-4.3747	47.354	3532		107651		691839
0.020000	-4.3697	47.354	3532		107571		691763
0.025000	-4.3647	47.354	3524		107565		692327
0.030000	-4.3597	47.354	3531		107468		692748
0.035000	-4.3547	47.354	3529		107612		692163
0.040001	-4.3497	47.354	3523		107579		692078
0.045001	-4.3447	47.354	3527		107536		692545
0.050001	-4.3394	47.354	3526		107495		692564
0.055001	-4.3347	47.354	3523		107577		692854
0.060001	-4.3297	47.354	3524		107632		693416
0.065002	-4.3247	47.354	3523		107552		692922
0.070002	-4.3194	47.354	3505		107519		693176
0.075002	-4.3147	47.354	3511		107457		692786
0.080002	-4.3097	47.354	3510		107609		693742
0.085002	-4.3044	47.354	3525		107546		693648
0.090003	-4.2994	47.354	3532		107569		692594
0.095003	-4.2944	47.354	3532		107503		692981
0.10000	-4.2894	47.354	3514		107488		693703
0.10500	-4.2844	47.354	3531		107622		692814
0.11000	-4.2794	47.354	3528		107569		692997
0.11500	-4.2744	47.354	3529		107532		692987
0.12000	-4.2694	47.354	3528		107479		693222
0.12500	-4.2644	47.354	3549		107539		692772
0.13000	-4.2594	47.354	3550		107491		693540
